OrthoDB_ID	Yeast_ORF	Gene_Name	Description
1582545at2759	YDR113C	PDS1	securin chromosome 4 L000001368 4 681617 680496 C  2011-02-03 1996-07-31 Securin; inhibits anaphase by binding separin Esp1p; blocks cyclin destruction and mitotic exit, essential for meiotic progression and mitotic cell cycle arrest; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation
1582576at2759	YGR168C		 chromosome 7  7 834482 833352 C  2011-02-03 1996-07-31 Putative protein of unknown function; YGR168C is not an essential gene
1583064at2759	YHR152W	SPO12	SDB21 chromosome 8 L000002003|S0000 8 401434 401955 W 83.0 2011-02-03 1996-07-31 Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase, may play similar role in meiosis; SPO12 has a paralog, BNS1, that arose from the whole genome duplication
1583203at2759	YDR308C	SRB7	SSX1|MED21 chromosome 4 L000002754|S0000 4 1078449 1078027 C  2011-02-03 1996-07-31 Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; target of the global repressor Tup1p
1583277at2759	YJL004C	SYS1	 chromosome 10 L000004153 10 432200 431589 C  2011-02-03 1996-07-31 Integral membrane protein of the Golgi; required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation
1583452at2759	YKL095W	YJU2	mRNA splicing protein YJU2|CWC16 chromosome 11 L000002513 11 262277 263113 W  2011-02-03 1996-07-31 "Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""""nineteen complex"""") and acts after Prp2p to promote the first catalytic reaction of splicing"
1583700at2759	YDR510W	SMT3	SUMO family protein SMT3 chromosome 4 L000001938 4 1469400 1469705 W  2011-02-03 1996-07-31 Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; human homolog SUMO1 can complement yeast null mutant
1583998at2759	YCR020C-A	MAK31	NAA38|SMX1|LSM9 chromosome 3 L000000998 3 155096 154830 C  2011-02-03 1997-01-28 Non-catalytic subunit of N-terminal acetyltransferase of the NatC type; required for replication of dsRNA virus; member of the Sm protein family
1584346at2759	YMR112C	MED11	 chromosome 13 L000004634 13 494495 494100 C  2011-02-03 1996-07-31 Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein
1584394at2759	YBR255C-A	RCF3	 chromosome 2  2 727074 726618 C  2011-02-03 2003-12-17|2001-06-26 Putative protein of unknown function; may interact with respiratory chain complexes III (ubiquinol-cytochrome c reductase) or IV (cytochrome c oxidase); identified by sequence comparison with hemiascomycetous yeast species
1584653at2759	YKR095W-A	PCC1	chromatin DNA-binding EKC/KEOPS complex subunit PCC1 chromosome 11  11 625864 626205 W  2011-02-03 2004-01-28|2003-07-29 Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; other complex members are Kae1p, Gon7p, Bud32p, and Cgi121p
1584711at2759	YGL080W	MPC1	pyruvate transporter MPC1|FMP37 chromosome 7  7 358636 359028 W  2011-02-03 1996-07-31 Highly conserved subunit of mitochondrial pyruvate carrier (MPC); MPC is a mitochondrial inner membrane complex that mediates pyruvate uptake and comprises Mpc1p and Mpc2p during fermentative growth, or Mcp1p and Mpc3p during respiratory growth; null mutant displays slow growth that is complemented by expression of human or mouse ortholog; mutation in human ortholog MPC1 is associated with lactic acidosis and hyperpyruvatemia
1584810at2759	YLR147C	SMD3	mRNA splicing protein SMD3|Sm D3|SLT16 chromosome 12 L000001929 12 434463 434158 C  2011-02-03 1996-07-31 Core Sm protein Sm D3; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D3
1584965at2759	YHR010W	RPL27A	eL27|ribosomal 60S subunit protein L27A|L27e|L27A|RPL27 chromosome 8 L000002708 8 126521 127492 W  2011-02-03 1996-07-31 Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication
1585262at2759	YKL159C	RCN1	 chromosome 11 S000007456 11 154451 153816 C  2011-02-03 1996-07-31 Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region
158568at2759	YDR484W	VPS52	SAC2 chromosome 4 L000001791 4 1422763 1424688 W 314.0 2011-02-03 1996-07-31 Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; involved in localization of actin and chitin; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p
1585875at2759	YDR207C	UME6	DNA-binding transcriptional regulator UME6|RIM16|NIM2|CAR80 chromosome 4 L000002426 4 867522 865012 C  2011-02-03 1996-07-31 Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence, represses transcription by recruiting conserved histone deacetylase Rpd3p (through co-repressor Sin3p) and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis, forms compl
1585902at2759	YDR493W	MZM1	AIM8|FMP36 chromosome 4  4 1436217 1436588 W  2011-02-03 1996-07-31 Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels, which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog
1586085at2759	YBL029C-A		 chromosome 2 S000029022 2 164772 164488 C  2011-02-03 2001-02-26 Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica
1586490at2759	YNL122C		 chromosome 14  14 398370 398023 C  2011-02-03 1996-07-31 Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L35 and human MRPL35 ribosomal proteins
1586516at2759	YOR103C	OST2	dolichyl-diphosphooligosaccharide-protein glycotransferase chromosome 15 L000002942 15 516841 516449 C  2011-02-03 2003-09-22|1996-07-31 Epsilon subunit of the oligosaccharyltransferase complex; located in the ER lumen; catalyzes asparagine-linked glycosylation of newly synthesized proteins
1586678at2759	YLR038C	COX12	cytochrome c oxidase subunit VIb chromosome 12 L000000396 12 225172 224921 C  2011-02-03 1996-07-31 Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV
1586807at2759	YJL096W	MRPL49	mitochondrial 54S ribosomal protein YmL49|YmL49 chromosome 10  10 246490 246975 W  2011-02-03 2003-09-22|1996-07-31 Mitochondrial ribosomal protein of the large subunit
1587080at2759	YOR008C	SLG1	WSC1|HCS77 chromosome 15 L000003080 15 342414 341278 C  2011-02-03 1996-07-31 Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of secretion response
1587082at2759	YJR141W	IPA1	putative polyadenylation protein chromosome 10  10 695906 696949 W  2011-02-03 1996-07-31 Essential protein of unknown function
1587140at2759	YOL133W	HRT1	SCF ubiquitin ligase complex subunit HRT1|HRT2|ROC1|RBX1 chromosome 15 L000004443 15 70325 70690 W  2006-01-05 1996-07-31 RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair
1587548at2759	YDL213C	NOP6	 chromosome 4  4 77966 77289 C  2011-02-03 1996-07-31 rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
1588000at2759	YGR037C	ACB1	long-chain fatty acid transporter ACB1 chromosome 7 L000000016 7 559994 559731 C  2011-02-03 1996-07-31 Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion; protein abundance increases in response to DNA replication stress
1588066at2759	YMR230W	RPS10B	eS10|ribosomal 40S subunit protein S10B|S10e|S10B chromosome 13 L000004476 13 732414 733141 W  2011-02-03 1996-07-31 Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10B has a paralog, RPS10A, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia
1588070at2759	YGR205W	TDA10	putative ATP-dependent kinase chromosome 7  7 909213 910085 W  2011-02-03 1996-07-31 ATP-binding protein of unknown function; crystal structure resembles that of E.coli pantothenate kinase and other small kinases; null mutant is sensitive to expression of the top1-T722A allele
1588186at2759	YGR251W	NOP19	DHI1 chromosome 7  7 995639 996229 W  2011-02-03 1996-07-31 Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome, required for cleavage of pre-rRNA at A0, A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes
1588190at2759	YLR285W	NNT1	EFM7|S-adenosylmethionine-dependent methyltransferase chromosome 12  12 707360 708145 W  2011-02-03 1996-07-31 S-adenosylmethionine-dependent methyltransferase; novel N-terminal protein methyltransferase that trimethylates the N-terminal glycine residue (G2) and also dimethylates lysine (K3) on elongation factor eEF1A (Tef1p/Tef2p); has a role in rDNA silencing and in lifespan determination
1588292at2759	YHL018W		4a-hydroxytetrahydrobiopterin dehydratase chromosome 8  8 69708 70070 W  2011-02-03 1996-07-31 Putative 4a-hydroxytetrahydrobiopterin dehydratase; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS
1588341at2759	YDR016C	DAD1	 chromosome 4  4 478758 478474 C  2011-02-03 1996-07-31 Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
1588437at2759	YCR043C		 chromosome 3  3 206644 206261 C  2011-02-03 1997-01-28 Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene
1588469at2759	YPL246C	RBD2	putative rhomboid protease RBD2 chromosome 16  16 85297 84509 C  1996-07-31 1996-07-31 Possible rhomboid protease; has similarity to eukaryotic rhomboid proteases including Pcp1p
1588694at2759	YGL240W	DOC1	anaphase promoting complex subunit DOC1|APC10 chromosome 7 L000004350 7 48613 49365 W  2003-09-22 2003-09-22|1996-07-31 Processivity factor; required for the ubiquitination activity of the anaphase promoting complex (APC), mediates the activity of the APC by contributing to substrate recognition; involved in cyclin proteolysis; contains a conserved DOC1 homology domain
1588778at2759	YML041C	VPS71	SWC6 chromosome 13  13 195755 194913 C  1996-07-31 1996-07-31 Nucleosome-binding component of the SWR1 complex; SWR1 exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for vacuolar protein sorting
1588798at2759	YKR071C	DRE2	electron carrier DRE2 chromosome 11  11 575980 574934 C  2011-02-03 1996-07-31 Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1
1588978at2759	YLR040C	AFB1	 chromosome 12  12 229582 228908 C  2011-02-03 1996-07-31 MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W
1589222at2759	YOL007C	CSI2	 chromosome 15 L000004387 15 312367 311342 C  2011-02-03 1996-07-31 Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene
1589808at2759	YJR010C-A	SPC1	signal peptidase complex subunit SPC1 chromosome 10 L000003006 10 458361 458077 C  2011-02-03 1996-07-31 Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress
1589933at2759	YKL058W	TOA2	transcription initiation factor IIA subunit gamma chromosome 11 L000002317 11 330166 330534 W  2011-02-03 1996-07-31 TFIIA small subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; required, along with Toa1p, for ribosomal protein gene transcription in vivo; homologous to smallest subunit of human and Drosophila TFIIA; protein abundance increases in response to DNA replication stress
1590221at2759	YJL143W	TIM17	protein transporter TIM17|SMS1|MPI2|MIM17 chromosome 10 L000001139 10 147101 147577 W  2011-02-03 1996-07-31 Essential component of the TIM23 complex; with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex)
1590444at2759	YLR329W	REC102	 chromosome 12 L000001604 12 786442 787333 W 235.0 2006-01-09 1996-07-31|2006-01-09 Protein involved in early stages of meiotic recombination; required for chromosome synapsis; forms a complex with Rec104p and Spo11p necessary during the initiation of recombination
1590454at2759	YLR412W	BER1	 chromosome 12 S000116954 12 948368 949192 W  2011-02-03 1996-07-31 Protein involved in microtubule-related processes; GFP-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YLR412W is not an essential gene; similar to Arabidopsis SRR1 gene
1590576at2759	YER044C	ERG28	BUD18 chromosome 5  5 238016 237570 C  2011-02-03 1996-07-31 Endoplasmic reticulum membrane protein; may facilitate protein-protein interactions between the Erg26p dehydrogenase and the Erg27p 3-ketoreductase and/or tether these enzymes to the ER, also interacts with Erg6p
159062at2759	YJR132W	NMD5	KAP119 chromosome 10 L000002939 10 669522 672668 W  2011-02-03 1996-07-31|2011-02-03 Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog
1590746at2759	YDL189W	RBS1	 chromosome 4  4 122216 123589 W  2011-02-03 2000-07-22|1996-07-31 Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain
1590848at2759	YNL166C	BNI5	 chromosome 14  14 323565 322219 C  2011-02-03 1996-07-31 Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis
1590900at2759	YML081C-A	ATP18	F1F0 ATP synthase subunit i chromosome 13 L000004548 13 104162 103983 C  1997-07-17 1997-07-17 Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms
1591077at2759	YGL191W	COX13	cytochrome c oxidase subunit VIa chromosome 7 L000000397 7 144808 145197 W  2011-02-03 1996-07-31 Subunit VIa of cytochrome c oxidase; present in a subclass of cytochrome c oxidase complexes that may have a role in mimimizing generation of reactive oxygen species; not essential for cytochrome c oxidase activity but may modulate activity in response to ATP; required for assembly of Rcf2p into cytochrome c oxidase - cytochrome bc1 supercomplexes
1591226at2759	YNL052W	COX5A	cytochrome c oxidase subunit Va chromosome 14 L000000388|L0000 14 531725 532186 W  2011-02-03 1997-01-28 Subunit Va of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Ap is predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth; COX5A has a paralog, COX5B, that arose from the whole genome duplication
1591321at2759	YDR079C-A	TFB5	TFIIH complex subunit TFB5 chromosome 4  4 603811 603593 C  2011-02-03 2001-02-26 Component of RNA polymerase II general transcription factor TFIIH; involved in transcription initiation and in nucleotide-excision repair; relocalizes to the cytosol in response to hypoxia; homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair
1591366at2759	YER131W	RPS26B	eS26|ribosomal 40S subunit protein S26B|S26e|S26B chromosome 5 L000001763 5 423952 424311 W  2011-02-03 1996-07-31 Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S26, no bacterial homolog; RPS26B has a paralog, RPS26A, that arose from the whole genome duplication; human homolog can partially complement an RPS26A, RPS26B double null mutant; mutations in the human gene are associated with Diamond-Blackfan anemia
1591624at2759	YNL086W	SNN1	BLS1 chromosome 14  14 466334 466642 W  2011-02-03 1996-07-31 Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Msb3p; green fluorescent protein (GFP)-fusion protein localizes to endosomes
1591902at2759	YJL192C	SOP4	EMC7 chromosome 10  10 73414 72710 C  2011-02-03 1996-07-31 ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7, deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER
1591935at2759	YOR078W	BUD21	YOR29-29|UTP16 chromosome 15  15 472725 473369 W  2011-02-03 1996-07-31 Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern
1591956at2759	YMR025W	CSI1	 chromosome 13 S000028416 13 323300 324187 W  2011-02-03 1996-07-31 Subunit of the Cop9 signalosome; which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling; functional equivalent of canonical Csn6 subunit of the COP9 signalosome
1592020at2759	YER050C	RSM18	mitochondrial 37S ribosomal protein RSM18 chromosome 5  5 254387 253971 C  2011-02-03 1996-07-31|2005-11-28 Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S18 ribosomal protein
1592595at2759	YLR136C	TIS11	CTH2 chromosome 12 L000002895 12 416658 415801 C  2011-02-03 1996-07-31 mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; TIS11 has a paralog, CTH1, that arose from the whole genome duplication
1592722at2759	YGR241C	YAP1802	 chromosome 7 L000004199 7 976581 974875 C  2011-02-03 1996-07-31 Protein of the AP180 family, involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1802 has a paralog, YAP1801, that arose from the whole genome duplication
1592747at2759	YML025C	YML6	mitochondrial 54S ribosomal protein YmL6 chromosome 13  13 225365 224406 C  1996-07-31 1996-07-31 Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins
1593084at2759	YLR337C	VRP1	YLR337W|MDP2|END5 chromosome 12 L000001055|L0000 12 805106 802653 C  2004-02-05 1996-07-31 Verprolin, proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)
1593201at2759	YFL017W-A	SMX2	mRNA splicing protein SMX2|Sm G|SmG|YFL018W-A|SNP2 chromosome 6 L000001955 6 103699 103932 W  2011-02-03 1996-07-31 Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G
1593287at2759	YJR135W-A	TIM8	protein transporter TIM8 chromosome 10  10 676971 677234 W  2011-02-03 1999-07-17 Mitochondrial intermembrane space protein; forms a complex with Tim13p that delivers a subset of hydrophobic proteins to the TIM22 complex for inner membrane insertion; homolog of human TIMM8A, implicated in Mohr-Tranebjaerg syndrome, also known as deafness-dystonia-optic neuronopathy (DDON) syndrome; human TIMM8A can complement yeast null mutant
1593623at2759	YKL142W	MRP8	YKL3 chromosome 11 L000001156 11 178515 179174 W  2011-02-03 1996-07-31 Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; protein abundance increases in response to DNA replication stress; originally thought to be a mitochondrial ribosomal protein based on sequence analysis
1593722at2759	YDR265W	PEX10	ubiquitin-protein ligase peroxin 10|PAS4 chromosome 4 L000003961 4 998864 999877 W  2011-02-03 1996-07-31 Peroxisomal membrane E3 ubiquitin ligase; required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import; contains zinc-binding RING domain; mutations in human homolog cause various peroxisomal disorders
1593931at2759	YDR419W	RAD30	DNA-directed DNA polymerase eta|DBH1 chromosome 4 L000003523 4 1303174 1305072 W  2011-02-03 1996-07-31 DNA polymerase eta; involved in translesion synthesis during post-replication repair; catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions; involved in formation of post-replicative damage-induced genome-wide cohesion; may also have a role in protection against mitochondrial mutagenesis; mutations in human pol eta are responsible for XPV
1593937at2759	YGL129C	RSM23	mitochondrial 37S ribosomal protein RSM23 chromosome 7  7 269075 267723 C  2011-02-03 1996-07-31|2011-02-03 Mitochondrial ribosomal protein of the small subunit; has similarity to mammalian apoptosis mediator proteins; null mutation prevents induction of apoptosis by overproduction of metacaspase Mca1p
1593955at2759	YLR219W	MSC3	 chromosome 12  12 574151 576337 W  2011-02-03 1996-07-31 Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress
1594080at2759	YLR061W	RPL22A	eL22|ribosomal 60S subunit protein L22A|L22e|rp4|l1c|YL31|L22A chromosome 12 L000004460 12 263194 263948 W  2011-02-03 1996-07-31 Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; required for the oxidative stress response, pseudohyphal and invasive growth; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication
1594132at2759	YOR159C	SME1	mRNA splicing protein SME1|Sm E|SmE chromosome 15 L000004252 15 633566 633282 C  2011-02-03 1996-07-31 Core Sm protein Sm E; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm E
1594142at2759	YCR097W	N/A	N/A
1594208at2759	YNL030W	HHF2	histone H4 chromosome 14 L000000771 14 576727 577038 W  2011-02-03 1997-01-28 Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity
1594252at2759	YKL195W	MIA40	TIM40|FMP15 chromosome 11  11 75821 77032 W  2011-02-03 2003-09-22|1996-07-31 Import and assembly protein in mitochondrial intermembrane space; component of MIA pathway which mediates import and oxidative folding of substrates including small proteins containing twin cysteine motifs; acts in concert with Erv1p, which oxidizes the cysteine residues of Mia40p to comprise a disulfide relay system that catalyzes import; also mediates folding of Atp23p via a chaperone-like activity; forms a dimer that binds iron-sulfur cluster in vitro
1594258at2759	YMR225C	MRPL44	mitochondrial 54S ribosomal protein YmL44|YmL44|YMR44 chromosome 13 L000002534 13 721403 720960 C 158.0 2011-02-03 1996-07-31 Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress
1594386at2759	YMR256C	COX7	cytochrome c oxidase subunit VII chromosome 13 L000000391 13 779127 778945 C  2011-02-03 1996-07-31 Subunit VII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain
1594674at2759	YJL161W	FMP33	 chromosome 10  10 117245 117787 W  2011-02-03 1996-07-31 Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
1594928at2759	YJL173C	RFA3	RPA14|RPA3 chromosome 10 L000001622 10 96529 96161 C  2011-02-03 1996-07-31 Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication stress
1595090at2759	YLL018C-A	COX19	 chromosome 12 L000004848 12 108972 108676 C  2011-02-03 1999-07-17 Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs
1595195at2759	YPL148C	PPT2	holo-[acyl-carrier-protein] synthase chromosome 16 L000004400 16 272815 272294 C  2011-02-03 2003-09-22|1996-07-31 Phosphopantetheine:protein transferase (PPTase); activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation
1595200at2759	YKL122C	SRP21	signal recognition particle subunit SRP21 chromosome 11 L000002062 11 212998 212495 C  2011-02-03 1996-07-31 Subunit of the signal recognition particle (SRP); SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm
1595316at2759	YPL018W	CTF19	MCM18 chromosome 16 L000003420 16 517651 518760 W  2011-02-03 1996-07-31 Outer kinetochore protein, needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2
1595395at2759	YBR138C		HDR1 chromosome 2 L000003401 2 515336 513762 C  2011-02-03 1997-01-28|2011-02-03 Cytoplasmic protein of unknown function; APCC(Cdh1) substrate; potentially phosphorylated by Cdc28p; YBR138C is not an essential gene
1595535at2759	YHR192W	LNP1	 chromosome 8  8 486826 487662 W  2005-11-07 1996-07-31 Lunapark family member involved in ER network formation; regulates the ER asymmetry-induced inheritance block during ER stress; localizes to ER junctions and this localization is regulated by the yeast atlastin ortholog Sey1p; interacts with the reticulon protein Rtn1p; induced in response to the DNA-damaging agent MMS
1595633at2759	YPL077C		 chromosome 16  16 410090 409368 C  2011-02-03 1996-07-31 Putative protein of unknown function; regulates PIS1 expression; mutant displays spore wall assembly defect in ether sensitivity screen; YPL077C is not an essential gene; YPL077C has a paralog, YBR197C, that arose from the whole genome duplication
1595764at2759	YOR313C	SPS4	 chromosome 15 L000002026 15 902874 901858 C  2011-02-03 1996-07-31 Protein whose expression is induced during sporulation; not required for sporulation; heterologous expression in E. coli induces the SOS response that senses DNA damage
