uniprot_ac_a	uniprot_ac_b	in_contact	support	pdb_size	max_size
P07256	P08067	True	1ezv_1,1kb9_1,1kyo_1,1p84_1,2ibz_1,3cx5_1,3cxh_1,4pd4_1,6giq_1,6hu9_1	9,9,10,9,9,10,10,9,21,22	22
P07256	P08525	True	1ezv_1,1kb9_1,1kyo_1,1p84_1,2ibz_1,3cx5_1,3cxh_1,4pd4_1,6giq_1,6hu9_1	9,9,10,9,9,10,10,9,21,22	22
P07256	P22289	True	1ezv_1,1kb9_1,1kyo_1,1p84_1,2ibz_1,3cx5_1,3cxh_1,4pd4_1,6giq_1,6hu9_1	9,9,10,9,9,10,10,9,21,22	22
P08067	P08525	True	1ezv_1,1kb9_1,1kyo_1,1p84_1,2ibz_1,3cx5_1,3cxh_1,4pd4_1,6giq_1,6hu9_1	9,9,10,9,9,10,10,9,21,22	22
P08067	P22289	True	1ezv_1,1kb9_1,1kyo_1,1p84_1,2ibz_1,3cx5_1,3cxh_1,4pd4_1,6giq_1,6hu9_1	9,9,10,9,9,10,10,9,21,22	22
P21242	P21243	True	1fnt_1,1g0u_1,1g65_1,1jd2_1,1ryp_1,1z7q_1,2f16_1,2fak_1,2gpl_1,2zcy_1,3bdm_1,3d29_1,3dy3_1,3dy4_1,3e47_1,3gpj_1,3gpt_1,3gpw_1,3hye_1,3mg0_1,3mg4_1,3mg6_1,3mg7_1,3mg8_1,3nzj_1,3nzw_1,3nzx_1,3oeu_1,3oev_1,3okj_1,3sdi_1,3sdk_1,3shj_1,3tdd_1,3un4_1,3un8_1,3wxr_1,4cr2_1,4cr3_1,4cr4_1,4eu2_1,4fzc_1,4fzg_1,4g4s_1,4gk7_1,4hnp_1,4hrc_1,4hrd_1,4inr_1,4int_1,4inu_1,4j70_1,4jsq_1,4jsu_1,4jt0_1,4lqi_1,4ltc_1,4nnn_1,4nnw_1,4no1_1,4no6_1,4no8_1,4no9_1,4q1s_1,4qby_1,4qlq_1,4qls_1,4qlt_1,4qlu_1,4qlv_1,4qux_1,4quy_1,4qv0_1,4qv1_1,4qv3_1,4qv4_1,4qv5_1,4qv6_1,4qv7_1,4qv8_1,4qv9_1,4qvl_1,4qvm_1,4qvn_1,4qvp_1,4qvq_1,4qvv_1,4qvw_1,4qvy_1,4qw0_1,4qw1_1,4qw3_1,4qw4_1,4qw5_1,4qw6_1,4qw7_1,4qwf_1,4qwg_1,4qwi_1,4qwj_1,4qwk_1,4qwl_1,4qwr_1,4qws_1,4qwu_1,4qwx_1,4qxj_1,4qz0_1,4qz1_1,4qz2_1,4qz3_1,4qz4_1,4qz5_1,4qz6_1,4qz7_1,4qzw_1,4qzx_1,4qzz_1,4r00_1,4r02_1,4r17_1,4r18_1,4rur_1,4x6z_1,4y69_1,4y6a_1,4y6v_1,4y6z_1,4y70_1,4y74_1,4y75_1,4y77_1,4y78_1,4y7w_1,4y7x_1,4y7y_1,4y80_1,4y81_1,4y82_1,4y84_1,4y8g_1,4y8h_1,4y8i_1,4y8j_1,4y8k_1,4y8l_1,4y8m_1,4y8n_1,4y8o_1,4y8p_1,4y8q_1,4y8r_1,4y8s_1,4y8t_1,4y8u_1,4y9y_1,4y9z_1,4ya0_1,4ya1_1,4ya2_1,4ya3_1,4ya4_1,4ya5_1,4ya7_1,4ya9_1,4z1l_1,5a5b_1,5ahj_1,5bou_1,5bxl_1,5bxn_1,5cgf_1,5cgg_1,5cgh_1,5cgi_1,5cz4_1,5cz5_1,5cz6_1,5cz7_1,5cz8_1,5cz9_1,5cza_1,5d0s_1,5d0t_1,5d0v_1,5d0w_1,5d0x_1,5d0z_1,5dki_1,5dkj_1,5fg7_1,5fg9_1,5fga_1,5fgd_1,5fge_1,5fgf_1,5fgg_1,5fgh_1,5fgi_1,5fhs_1,5jhr_1,5jhs_1,5l52_1,5l54_1,5l55_1,5l5a_1,5l5b_1,5l5d_1,5l5e_1,5l5f_1,5l5h_1,5l5i_1,5l5j_1,5l5o_1,5l5p_1,5l5q_1,5l5r_1,5l5s_1,5l5t_1,5l5u_1,5l5v_1,5l5w_1,5l5x_1,5l5y_1,5l5z_1,5l60_1,5l61_1,5l62_1,5l63_1,5l64_1,5l65_1,5l66_1,5l67_1,5l68_1,5l69_1,5l6a_1,5l6b_1,5l6c_1,5lai_1,5laj_1,5ltt_1,5m2b_1,5mp9_1,5mpa_1,5nif_1,6ef0_1,6ef1_1,6ef2_1,6ef3_1,6g7f_1,6g8m_1,6g8n_1,6gop_1,6h39_1,6htb_1,6htc_1,6htd_1,6htp_1,6htr_1,6hub_1,6huc_1,6huq_1,6huu_1,6huv_1,6hv3_1,6hv4_1,6hv5_1,6hv7_1,6hva_1,6hvr_1,6hvs_1,6hvt_1,6hvu_1,6hvv_1,6hvw_1,6hvx_1,6hvy_1,6hw0_1,6hw3_1,6hw4_1,6hw5_1,6hw6_1,6hw7_1,6hw8_1,6hw9_1,6hwa_1,6hwb_1,6hwc_1,6hwd_1,6hwe_1,6hwf_1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,33,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,14,13,13,13,22,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	33
P21242	P30657	True	1fnt_1,1g0u_1,1g65_1,1jd2_1,1ryp_1,1z7q_1,2f16_1,2fak_1,2gpl_1,2zcy_1,3bdm_1,3d29_1,3dy3_1,3dy4_1,3e47_1,3gpj_1,3gpt_1,3gpw_1,3hye_1,3mg0_1,3mg4_1,3mg6_1,3mg7_1,3mg8_1,3nzj_1,3nzw_1,3nzx_1,3oeu_1,3oev_1,3okj_1,3sdi_1,3sdk_1,3shj_1,3tdd_1,3un4_1,3un8_1,3wxr_1,4cr2_1,4cr3_1,4cr4_1,4eu2_1,4fzc_1,4fzg_1,4g4s_1,4gk7_1,4hnp_1,4hrc_1,4hrd_1,4inr_1,4int_1,4inu_1,4j70_1,4jsq_1,4jsu_1,4jt0_1,4lqi_1,4ltc_1,4nnn_1,4nnw_1,4no1_1,4no6_1,4no8_1,4no9_1,4q1s_1,4qby_1,4qlq_1,4qls_1,4qlt_1,4qlu_1,4qlv_1,4qux_1,4quy_1,4qv0_1,4qv1_1,4qv3_1,4qv4_1,4qv5_1,4qv6_1,4qv7_1,4qv8_1,4qv9_1,4qvl_1,4qvm_1,4qvn_1,4qvp_1,4qvq_1,4qvv_1,4qvw_1,4qvy_1,4qw0_1,4qw1_1,4qw3_1,4qw4_1,4qw5_1,4qw6_1,4qw7_1,4qwf_1,4qwg_1,4qwi_1,4qwj_1,4qwk_1,4qwl_1,4qwr_1,4qws_1,4qwu_1,4qwx_1,4qxj_1,4qz0_1,4qz1_1,4qz2_1,4qz3_1,4qz4_1,4qz5_1,4qz6_1,4qz7_1,4qzw_1,4qzx_1,4qzz_1,4r00_1,4r02_1,4r17_1,4r18_1,4rur_1,4x6z_1,4y69_1,4y6a_1,4y6v_1,4y6z_1,4y70_1,4y74_1,4y75_1,4y77_1,4y78_1,4y7w_1,4y7x_1,4y7y_1,4y80_1,4y81_1,4y82_1,4y84_1,4y8g_1,4y8h_1,4y8i_1,4y8j_1,4y8k_1,4y8l_1,4y8m_1,4y8n_1,4y8o_1,4y8p_1,4y8q_1,4y8r_1,4y8s_1,4y8t_1,4y8u_1,4y9y_1,4y9z_1,4ya0_1,4ya1_1,4ya2_1,4ya3_1,4ya4_1,4ya5_1,4ya7_1,4ya9_1,4z1l_1,5a5b_1,5ahj_1,5bou_1,5bxl_1,5bxn_1,5cgf_1,5cgg_1,5cgh_1,5cgi_1,5cz4_1,5cz5_1,5cz6_1,5cz7_1,5cz8_1,5cz9_1,5cza_1,5d0s_1,5d0t_1,5d0v_1,5d0w_1,5d0x_1,5d0z_1,5dki_1,5dkj_1,5fg7_1,5fg9_1,5fga_1,5fgd_1,5fge_1,5fgf_1,5fgg_1,5fgh_1,5fgi_1,5fhs_1,5jhr_1,5jhs_1,5l52_1,5l54_1,5l55_1,5l5a_1,5l5b_1,5l5d_1,5l5e_1,5l5f_1,5l5h_1,5l5i_1,5l5j_1,5l5o_1,5l5p_1,5l5q_1,5l5r_1,5l5s_1,5l5t_1,5l5u_1,5l5v_1,5l5w_1,5l5x_1,5l5y_1,5l5z_1,5l60_1,5l61_1,5l62_1,5l63_1,5l64_1,5l65_1,5l66_1,5l67_1,5l68_1,5l69_1,5l6a_1,5l6b_1,5l6c_1,5lai_1,5laj_1,5ltt_1,5m2b_1,5mp9_1,5mpa_1,5nif_1,6ef3_1,6g7f_1,6g8m_1,6g8n_1,6gop_1,6h39_1,6htb_1,6htc_1,6htd_1,6htp_1,6htr_1,6hub_1,6huc_1,6huq_1,6huu_1,6huv_1,6hv3_1,6hv4_1,6hv5_1,6hv7_1,6hva_1,6hvr_1,6hvs_1,6hvt_1,6hvu_1,6hvv_1,6hvw_1,6hvx_1,6hvy_1,6hw0_1,6hw3_1,6hw4_1,6hw5_1,6hw6_1,6hw7_1,6hw8_1,6hw9_1,6hwa_1,6hwb_1,6hwc_1,6hwd_1,6hwe_1,6hwf_1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,33,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,14,22,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	33
P21242	P38624	True	1fnt_1,1g0u_1,1g65_1,1jd2_1,1ryp_1,1z7q_1,2f16_1,2fak_1,2gpl_1,2zcy_1,3bdm_1,3d29_1,3dy3_1,3dy4_1,3e47_1,3gpj_1,3gpt_1,3gpw_1,3hye_1,3mg0_1,3mg4_1,3mg6_1,3mg7_1,3mg8_1,3nzj_1,3nzw_1,3nzx_1,3oeu_1,3oev_1,3okj_1,3sdi_1,3sdk_1,3shj_1,3tdd_1,3un4_1,3un8_1,3wxr_1,4cr2_1,4cr3_1,4cr4_1,4eu2_1,4fzc_1,4fzg_1,4g4s_1,4gk7_1,4hnp_1,4hrc_1,4hrd_1,4inr_1,4int_1,4inu_1,4j70_1,4jsq_1,4jsu_1,4jt0_1,4lqi_1,4ltc_1,4nnn_1,4nnw_1,4no1_1,4no6_1,4no8_1,4no9_1,4q1s_1,4qby_1,4qlq_1,4qls_1,4qlt_1,4qlu_1,4qlv_1,4qux_1,4quy_1,4qv0_1,4qv1_1,4qv3_1,4qv4_1,4qv5_1,4qv6_1,4qv7_1,4qv8_1,4qv9_1,4qvl_1,4qvm_1,4qvn_1,4qvp_1,4qvq_1,4qvv_1,4qvw_1,4qvy_1,4qw0_1,4qw1_1,4qw3_1,4qw4_1,4qw5_1,4qw6_1,4qw7_1,4qwf_1,4qwg_1,4qwi_1,4qwj_1,4qwk_1,4qwl_1,4qwr_1,4qws_1,4qwu_1,4qwx_1,4qxj_1,4qz0_1,4qz1_1,4qz2_1,4qz3_1,4qz4_1,4qz5_1,4qz6_1,4qz7_1,4qzw_1,4qzx_1,4qzz_1,4r00_1,4r02_1,4r17_1,4r18_1,4rur_1,4x6z_1,4y69_1,4y6a_1,4y6v_1,4y6z_1,4y70_1,4y74_1,4y75_1,4y77_1,4y78_1,4y7w_1,4y7x_1,4y7y_1,4y80_1,4y81_1,4y82_1,4y84_1,4y8g_1,4y8h_1,4y8i_1,4y8j_1,4y8k_1,4y8l_1,4y8m_1,4y8n_1,4y8o_1,4y8p_1,4y8q_1,4y8r_1,4y8s_1,4y8t_1,4y8u_1,4y9y_1,4y9z_1,4ya0_1,4ya1_1,4ya2_1,4ya3_1,4ya4_1,4ya5_1,4ya7_1,4ya9_1,4z1l_1,5a5b_1,5ahj_1,5bou_1,5bxl_1,5bxn_1,5cgf_1,5cgg_1,5cgh_1,5cgi_1,5cz4_1,5cz5_1,5cz6_1,5cz7_1,5cz8_1,5cz9_1,5cza_1,5d0s_1,5d0t_1,5d0v_1,5d0w_1,5d0x_1,5d0z_1,5dki_1,5dkj_1,5fg7_1,5fg9_1,5fga_1,5fgd_1,5fge_1,5fgf_1,5fgg_1,5fgh_1,5fgi_1,5fhs_1,5jhr_1,5jhs_1,5l52_1,5l54_1,5l55_1,5l5a_1,5l5b_1,5l5d_1,5l5e_1,5l5f_1,5l5h_1,5l5i_1,5l5j_1,5l5o_1,5l5p_1,5l5q_1,5l5r_1,5l5s_1,5l5t_1,5l5u_1,5l5v_1,5l5w_1,5l5x_1,5l5y_1,5l5z_1,5l60_1,5l61_1,5l62_1,5l63_1,5l64_1,5l65_1,5l66_1,5l67_1,5l68_1,5l69_1,5l6a_1,5l6b_1,5l6c_1,5lai_1,5laj_1,5ltt_1,5m2b_1,5mp9_1,5mpa_1,5nif_1,6ef3_1,6g7f_1,6g8m_1,6g8n_1,6gop_1,6h39_1,6htb_1,6htc_1,6htd_1,6htp_1,6htr_1,6hub_1,6huc_1,6huq_1,6huu_1,6huv_1,6hv3_1,6hv4_1,6hv5_1,6hv7_1,6hva_1,6hvr_1,6hvs_1,6hvt_1,6hvu_1,6hvv_1,6hvw_1,6hvx_1,6hvy_1,6hw0_1,6hw3_1,6hw4_1,6hw5_1,6hw6_1,6hw7_1,6hw8_1,6hw9_1,6hwa_1,6hwb_1,6hwc_1,6hwd_1,6hwe_1,6hwf_1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,33,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,14,22,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	33
P21242	P40302	True	1fnt_1,1g0u_1,1g65_1,1jd2_1,1ryp_1,1z7q_1,2f16_1,2fak_1,2gpl_1,2zcy_1,3bdm_1,3d29_1,3dy3_1,3dy4_1,3e47_1,3gpj_1,3gpt_1,3gpw_1,3hye_1,3mg0_1,3mg4_1,3mg6_1,3mg7_1,3mg8_1,3nzj_1,3nzw_1,3nzx_1,3oeu_1,3oev_1,3okj_1,3sdi_1,3sdk_1,3shj_1,3tdd_1,3un4_1,3un8_1,3wxr_1,4cr2_1,4cr3_1,4cr4_1,4eu2_1,4fzc_1,4fzg_1,4g4s_1,4gk7_1,4hnp_1,4hrc_1,4hrd_1,4inr_1,4int_1,4inu_1,4j70_1,4jsq_1,4jsu_1,4jt0_1,4lqi_1,4ltc_1,4nnn_1,4nnw_1,4no1_1,4no6_1,4no8_1,4no9_1,4q1s_1,4qby_1,4qlq_1,4qls_1,4qlt_1,4qlu_1,4qlv_1,4qux_1,4quy_1,4qv0_1,4qv1_1,4qv3_1,4qv4_1,4qv5_1,4qv6_1,4qv7_1,4qv8_1,4qv9_1,4qvl_1,4qvm_1,4qvn_1,4qvp_1,4qvq_1,4qvv_1,4qvw_1,4qvy_1,4qw0_1,4qw1_1,4qw3_1,4qw4_1,4qw5_1,4qw6_1,4qw7_1,4qwf_1,4qwg_1,4qwi_1,4qwj_1,4qwk_1,4qwl_1,4qwr_1,4qws_1,4qwu_1,4qwx_1,4qxj_1,4qz0_1,4qz1_1,4qz2_1,4qz3_1,4qz4_1,4qz5_1,4qz6_1,4qz7_1,4qzw_1,4qzx_1,4qzz_1,4r00_1,4r02_1,4r17_1,4r18_1,4rur_1,4x6z_1,4y69_1,4y6a_1,4y6v_1,4y6z_1,4y70_1,4y74_1,4y75_1,4y77_1,4y78_1,4y7w_1,4y7x_1,4y7y_1,4y80_1,4y81_1,4y82_1,4y84_1,4y8g_1,4y8h_1,4y8i_1,4y8j_1,4y8k_1,4y8l_1,4y8m_1,4y8n_1,4y8o_1,4y8p_1,4y8q_1,4y8r_1,4y8s_1,4y8t_1,4y8u_1,4y9y_1,4y9z_1,4ya0_1,4ya1_1,4ya2_1,4ya3_1,4ya4_1,4ya5_1,4ya7_1,4ya9_1,4z1l_1,5a5b_1,5ahj_1,5bou_1,5bxl_1,5bxn_1,5cgf_1,5cgg_1,5cgh_1,5cgi_1,5cz4_1,5cz5_1,5cz6_1,5cz7_1,5cz8_1,5cz9_1,5cza_1,5d0s_1,5d0t_1,5d0v_1,5d0w_1,5d0x_1,5d0z_1,5dki_1,5dkj_1,5fg7_1,5fg9_1,5fga_1,5fgd_1,5fge_1,5fgf_1,5fgg_1,5fgh_1,5fgi_1,5fhs_1,5jhr_1,5jhs_1,5l52_1,5l54_1,5l55_1,5l5a_1,5l5b_1,5l5d_1,5l5e_1,5l5f_1,5l5h_1,5l5i_1,5l5j_1,5l5o_1,5l5p_1,5l5q_1,5l5r_1,5l5s_1,5l5t_1,5l5u_1,5l5v_1,5l5w_1,5l5x_1,5l5y_1,5l5z_1,5l60_1,5l61_1,5l62_1,5l63_1,5l64_1,5l65_1,5l66_1,5l67_1,5l68_1,5l69_1,5l6a_1,5l6b_1,5l6c_1,5lai_1,5laj_1,5ltt_1,5m2b_1,5mp9_1,5mpa_1,5nif_1,6ef0_1,6ef1_1,6ef2_1,6ef3_1,6g7f_1,6g8m_1,6g8n_1,6gop_1,6h39_1,6htb_1,6htc_1,6htd_1,6htp_1,6htr_1,6hub_1,6huc_1,6huq_1,6huu_1,6huv_1,6hv3_1,6hv4_1,6hv5_1,6hv7_1,6hva_1,6hvr_1,6hvs_1,6hvt_1,6hvu_1,6hvv_1,6hvw_1,6hvx_1,6hvy_1,6hw0_1,6hw3_1,6hw4_1,6hw5_1,6hw6_1,6hw7_1,6hw8_1,6hw9_1,6hwa_1,6hwb_1,6hwc_1,6hwd_1,6hwe_1,6hwf_1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,33,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,14,13,13,13,22,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	33
P21243	P23639	True	1fnt_1,1g0u_1,1g65_1,1jd2_1,1ryp_1,1z7q_1,2f16_1,2fak_1,2gpl_1,2zcy_1,3bdm_1,3d29_1,3dy3_1,3dy4_1,3e47_1,3gpj_1,3gpt_1,3gpw_1,3hye_1,3mg0_1,3mg4_1,3mg6_1,3mg7_1,3mg8_1,3nzj_1,3nzw_1,3nzx_1,3oeu_1,3oev_1,3okj_1,3sdi_1,3sdk_1,3shj_1,3tdd_1,3un4_1,3un8_1,3wxr_1,4cr2_1,4cr3_1,4cr4_1,4eu2_1,4fzc_1,4fzg_1,4g4s_1,4gk7_1,4hnp_1,4hrc_1,4hrd_1,4inr_1,4int_1,4inu_1,4j70_1,4jsq_1,4jsu_1,4jt0_1,4lqi_1,4ltc_1,4nnn_1,4nnw_1,4no1_1,4no6_1,4no8_1,4no9_1,4q1s_1,4qby_1,4qlq_1,4qls_1,4qlt_1,4qlu_1,4qlv_1,4qux_1,4quy_1,4qv0_1,4qv1_1,4qv3_1,4qv4_1,4qv5_1,4qv6_1,4qv7_1,4qv8_1,4qv9_1,4qvl_1,4qvm_1,4qvn_1,4qvp_1,4qvq_1,4qvv_1,4qvw_1,4qvy_1,4qw0_1,4qw1_1,4qw3_1,4qw4_1,4qw5_1,4qw6_1,4qw7_1,4qwf_1,4qwg_1,4qwi_1,4qwj_1,4qwk_1,4qwl_1,4qwr_1,4qws_1,4qwu_1,4qwx_1,4qxj_1,4qz0_1,4qz1_1,4qz2_1,4qz3_1,4qz4_1,4qz5_1,4qz6_1,4qz7_1,4qzw_1,4qzx_1,4qzz_1,4r00_1,4r02_1,4r17_1,4r18_1,4rur_1,4x6z_1,4y69_1,4y6a_1,4y6v_1,4y6z_1,4y70_1,4y74_1,4y75_1,4y77_1,4y78_1,4y7w_1,4y7x_1,4y7y_1,4y80_1,4y81_1,4y82_1,4y84_1,4y8g_1,4y8h_1,4y8i_1,4y8j_1,4y8k_1,4y8l_1,4y8m_1,4y8n_1,4y8o_1,4y8p_1,4y8q_1,4y8r_1,4y8s_1,4y8t_1,4y8u_1,4y9y_1,4y9z_1,4ya0_1,4ya1_1,4ya2_1,4ya3_1,4ya4_1,4ya5_1,4ya7_1,4ya9_1,4z1l_1,5a5b_1,5ahj_1,5bou_1,5bxl_1,5bxn_1,5cgf_1,5cgg_1,5cgh_1,5cgi_1,5cz4_1,5cz5_1,5cz6_1,5cz7_1,5cz8_1,5cz9_1,5cza_1,5d0s_1,5d0t_1,5d0v_1,5d0w_1,5d0x_1,5d0z_1,5dki_1,5dkj_1,5fg7_1,5fg9_1,5fga_1,5fgd_1,5fge_1,5fgf_1,5fgg_1,5fgh_1,5fgi_1,5fhs_1,5jhr_1,5jhs_1,5l52_1,5l54_1,5l55_1,5l5a_1,5l5b_1,5l5d_1,5l5e_1,5l5f_1,5l5h_1,5l5i_1,5l5j_1,5l5o_1,5l5p_1,5l5q_1,5l5r_1,5l5s_1,5l5t_1,5l5u_1,5l5v_1,5l5w_1,5l5x_1,5l5y_1,5l5z_1,5l60_1,5l61_1,5l62_1,5l63_1,5l64_1,5l65_1,5l66_1,5l67_1,5l68_1,5l69_1,5l6a_1,5l6b_1,5l6c_1,5lai_1,5laj_1,5ltt_1,5m2b_1,5mp9_1,5mpa_1,5nif_1,6ef0_1,6ef1_1,6ef2_1,6ef3_1,6g7f_1,6g8m_1,6g8n_1,6gop_1,6h39_1,6htb_1,6htc_1,6htd_1,6htp_1,6htr_1,6hub_1,6huc_1,6huq_1,6huu_1,6huv_1,6hv3_1,6hv4_1,6hv5_1,6hv7_1,6hva_1,6hvr_1,6hvs_1,6hvt_1,6hvu_1,6hvv_1,6hvw_1,6hvx_1,6hvy_1,6hw0_1,6hw3_1,6hw4_1,6hw5_1,6hw6_1,6hw7_1,6hw8_1,6hw9_1,6hwa_1,6hwb_1,6hwc_1,6hwd_1,6hwe_1,6hwf_1	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,33,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,14,13,13,13,22,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14	33
