orf_name	Conservation	Essential	Publication count	Abundance
YMR137C	12	0	30	3.75
YMR138W	10	0	24	7.96
YMR139W	25	0	50	71.2
YMR140W	13	0	27	15.8
YMR141C	2	0	0	1.62
YMR141W-A	0	0	0	0.0
YMR142C	29	0	60	1924.0
YMR143W	29	0	80	726.0
YMR144W	6	0	24	17.7
YMR145C	15	0	42	421.0
YMR146C	28	1	67	367.0
YMR147W	5	0	10	1.72
YMR148W	6	0	16	25.9
YMR149W	10	1	42	163.0
YMR151W	2	0	0	1.28
YMR150C	27	0	21	1.73
YMR152W	10	0	26	69.3
YMR153W	10	0	66	28.9
YMR153C-A	1	0	0	1.38
YMR154C	11	0	48	4.29
YMR155W	12	0	17	1.42
YMR156C	10	0	17	1.62
YMR157C	11	0	20	49.0
YMR158W	14	0	26	5.35
YMR158C-A	5	0	10	0.0
YMR158W-B	0	0	0	0.18
YMR159C	4	0	39	6.38
YMR160W	11	0	15	7.62
YMR161W	23	0	26	23.8
YMR162C	14	0	31	6.69
YMR163C	11	0	19	18.8
YMR164C	9	0	32	2.1
YMR165C	14	0	61	41.9
YMR166C	15	0	22	14.3
YMR167W	27	0	85	4.96
YMR168C	10	1	51	23.5
YMR169C	12	0	18	208.0
YMR170C	12	0	19	39.9
YMR171C	11	0	19	10.5
YMR172W	7	0	37	2.14
YMR172C-A	1	0	0	1.4
YMR173W	10	0	19	118.0
YMR173W-A	1	0	0	1.58
YMR174C	5	0	15	10.1
YMR175W	4	0	12	19.3
YMR175W-A	1	0	4	0.056
YMR176W	11	0	24	3.19
YMR177W	14	0	17	47.4
YMR178W	13	0	15	497.0
YMR179W	11	0	41	2.46
YMR180C	10	0	17	1.37
YMR181C	6	0	16	6.81
YMR182C	10	0	27	10.7
YMR182W-A	2	0	3	0.0
YMR183C	27	0	56	51.4
YMR184W	10	0	17	62.0
YMR185W	11	0	11	2.67
YMR186W	29	0	162	4137.0
YMR187C	11	0	9	1.44
YMR188C	11	0	29	49.9
YMR189W	27	0	19	240.0
YMR190C	10	0	297	1.98
YMR191W	6	0	12	1.69
YMR192W	10	0	35	29.4
YMR193W	11	0	29	74.7
YMR194W	15	0	49	976.0
YMR193C-A	1	0	0	1.34
YMR194C-B	9	0	7	2.0
YMR194C-A	3	0	0	1.51
YMR195W	5	0	13	30.6
YMR196W	13	0	19	70.8
YMR197C	10	1	74	7.62
YMR198W	11	0	87	2.8
YMR199W	11	0	93	4.25
YMR200W	12	1	33	57.9
YMR201C	14	0	74	9.42
YMR202W	23	0	63	146.0
YMR203W	26	1	85	236.0
YMR204C	6	0	18	6.59
YMR205C	23	0	81	1697.0
YMR206W	6	0	11	1.36
YMR207C	10	0	32	5.47
YMR208W	27	1	21	83.3
YMR209C	11	0	15	11.5
YMR210W	21	0	20	3.84
YMR211W	11	1	13	11.9
YMR212C	11	0	27	61.0
YMR213W	10	1	50	11.4
YMR214W	14	0	52	75.6
YMR215W	13	0	31	162.0
YMR216C	12	0	55	47.7
YMR217W	16	0	22	695.0
YMR218C	11	1	39	7.53
YMR219W	6	0	45	9.8
YMR220W	16	1	17	65.5
YMR221C	21	0	17	3.4
YMR222C	10	0	11	23.6
YMR223W	26	0	100	14.7
YMR224C	29	0	241	5.17
YMR225C	11	0	20	17.5
YMR226C	23	0	25	272.0
YMR227C	10	1	44	12.7
YMR228W	12	0	43	69.9
YMR229C	14	1	106	315.0
YMR230W	23	0	40	390.0
YMR230W-A	2	0	3	0.071
YMR231W	11	0	58	20.7
YMR232W	11	0	35	11.7
YMR233W	12	0	21	20.9
YMR234W	13	0	40	3.0
YMR235C	24	1	58	615.0
YMR236W	22	1	88	71.9
YMR237W	14	0	33	65.9
YMR238W	12	0	26	42.6
YMR239C	11	1	62	46.4
YMR240C	10	1	36	17.5
YMR241W	13	0	47	218.0
YMR242C	28	0	89	762.0
YMR242W-A	4	0	6	0.472
YMR243C	26	0	35	107.0
YMR244W	13	0	10	1.54
YMR245W	9	0	0	1.55
YMR244C-A	11	0	21	34.3
YMR246W	12	0	56	535.0
YMR247C	11	0	47	13.7
YMR247W-A	2	0	4	0.0
YMR250W	12	0	28	44.9
YMR251W	14	0	12	2.54
YMR251W-A	4	0	16	288.0
YMR252C	11	0	7	3.22
YMR253C	21	0	12	7.5
YMR254C	2	0	0	1.58
YMR255W	6	0	31	259.0
YMR256C	7	0	26	48.3
YMR257C	11	0	22	5.16
YMR258C	11	0	22	23.7
YMR259C	12	0	14	79.4
YMR260C	23	1	45	433.0
YMR261C	14	0	39	191.0
YMR262W	14	0	8	2.95
YMR263W	11	0	89	12.2
YMR264W	11	0	53	11.7
YMR265C	8	0	11	1.62
YMR266W	14	0	23	111.0
YMR267W	11	0	30	10.1
YMR268C	13	1	41	7.33
YMR269W	10	0	29	12.1
YMR270C	11	1	26	2.33
YMR271C	10	0	17	69.8
YMR272W-A	0	0	0	0.491
YMR272C	26	0	52	52.1
YMR272W-B	2	0	5	0.0
YMR273C	10	0	75	4.9
YMR274C	10	0	36	0.404
YMR275C	11	0	70	8.53
YMR276W	14	0	76	78.9
YMR277W	14	1	53	58.6
YMR278W	24	0	13	114.0
YMR279C	10	0	11	1.48
YMR280C	10	0	40	2.01
YMR281W	29	1	14	2.91
YMR282C	6	0	28	23.4
YMR283C	16	0	18	7.92
YMR284W	28	0	165	29.3
YMR285C	12	0	18	43.3
YMR286W	11	0	19	28.5
YMR287C	11	0	36	10.9
YMR288W	11	1	38	7.5
YMR289W	11	0	15	8.42
YMR290W-A	3	1	0	1.46
YMR290C	28	1	94	270.0
YMR291W	11	0	32	128.0
YMR292W	28	0	25	22.6
YMR293C	28	0	27	6.74
YMR294W	11	0	56	3.0
YMR294W-A	1	0	0	1.53
YMR295C	10	0	22	264.0
YMR296C	28	1	52	232.0
YMR297W	27	0	52	401.0
YMR298W	10	1	21	78.2
YMR299C	6	0	28	11.1
YMR300C	16	0	33	274.0
YMR301C	28	1	27	32.8
YMR302C	14	0	27	59.1
YMR303C	11	0	32	347.0
YMR304W	28	0	51	55.7
YMR304C-A	4	0	0	1.21
YMR305C	11	0	25	139.0
YMR306W	11	0	19	1.44
YMR306C-A	1	0	0	1.67
YMR307W	12	0	108	666.0
YMR307C-A	0	0	0	0.077
YMR308C	28	1	89	171.0
YMR309C	27	1	74	897.0
YMR310C	11	0	18	18.9
YMR311C	11	0	33	81.9
YMR312W	11	0	63	10.9
YMR313C	14	0	35	32.8
YMR314W	27	1	70	206.0
YMR315W	15	0	27	213.0
YMR315W-A	1	0	5	0.0
YMR316W	6	0	24	6.91
YMR316C-A	3	0	4	1.32
YMR317W	10	0	13	0.0
YMR316C-B	1	0	0	1.35
YMR318C	13	0	25	266.0
YMR319C	11	0	35	13.4
YMR320W	2	0	0	0.0
YMR321C	7	0	5	41.1
YMR322C	10	0	15	3.07
YMR323W	22	0	8	10.5
YMR324C	4	0	0	1.46
YMR325W	5	0	6	1.59
YMR326C	4	0	0	0.0
YNL339W-B	0	0	0	0.0
YNL339W-A	0	0	0	0.508
YNL339C	10	0	14	1.53
YNL338W	9	0	0	1.13
YNL337W	4	0	0	1.37
YNL336W	6	0	17	28.5
YNL335W	10	0	8	1.47
YNL334C	16	0	13	4.95
YNL333W	16	0	18	2.98
YNL332W	13	0	6	1.56
YNL331C	11	0	9	1.42
YNL330C	28	0	193	56.6
YNL329C	13	0	42	20.4
YNL328C	11	0	18	8.01
YNL327W	10	0	26	47.0
YNL326C	11	0	21	21.6
YNL324W	2	0	0	1.77
YNL325C	26	0	29	6.34
YNL323W	10	0	50	56.2
YNL322C	10	0	54	64.8
YNL321W	17	0	30	5.46
YNL320W	27	0	9	4.28
YNL319W	1	0	0	1.44
YNL318C	11	0	13	0.115
YNL317W	23	1	31	61.9
YNL316C	16	0	17	16.3
YNL315C	13	0	40	48.6
YNL314W	6	0	23	1.6
YNL313C	27	1	24	168.0
YNL312W	28	1	74	531.0
YNL311C	10	0	21	13.0
YNL310C	11	1	30	29.6
YNL309W	6	0	36	7.77
YNL308C	11	1	48	297.0
YNL307C	11	0	92	80.0
YNL306W	11	1	26	42.9
YNL305C	10	0	16	1.68
YNL304W	11	0	34	21.3
YNL303W	4	0	0	156.0
YNL302C	20	0	51	1063.0
YNL301C	28	0	66	2001.0
YNL300W	7	0	20	72.1
YNL299W	11	0	49	17.1
YNL298W	14	0	152	6.41
YNL296W	0	0	0	1.29
YNL297C	15	0	43	59.5
YNL295W	10	0	11	5.27
YNL294C	11	0	51	1.39
YNL293W	23	0	41	7.31
YNL292W	14	0	22	149.0
YNL291C	11	0	43	25.6
YNL290W	29	1	69	62.0
YNL289W	10	0	44	6.2
YNL288W	29	0	60	189.0
YNL287W	28	1	85	771.0
YNL286W	10	0	25	12.8
YNL285W	7	0	0	1.33
YNL284C	14	0	35	68.8
YNL283C	10	0	43	14.7
YNL282W	11	1	33	19.3
YNL281W	11	0	34	202.0
YNL280C	24	0	27	66.9
YNL279W	14	0	23	2.04
YNL278W	9	0	21	20.1
YNL277W-A	2	0	4	0.006
YNL277W	14	0	20	22.0
YNL276C	0	0	0	1.63
YNL275W	25	0	22	7.12
YNL274C	17	0	23	51.8
YNL273W	14	0	101	10.5
YNL272C	11	1	74	135.0
YNL271C	10	0	139	16.7
YNL270C	11	0	17	0.125
YNL269W	2	0	10	0.117
YNL268W	13	0	26	70.0
YNL267W	14	1	52	16.3
YNL266W	0	0	0	0.0
YNL265C	14	0	21	52.9
YNL264C	11	0	28	47.4
YNL263C	24	1	29	4.82
YNL262W	28	1	135	26.2
YNL261W	11	1	70	8.82
YNL260C	11	1	16	7.77
YNL259C	11	0	24	15.9
YNL258C	11	1	34	84.9
YNL257C	14	0	21	42.2
YNL256W	16	1	19	52.0
YNL255C	21	0	34	1285.0
YNL254C	7	0	12	7.64
YNL253W	10	0	29	24.9
YNL252C	14	0	35	152.0
YNL251C	11	1	79	195.0
YNL250W	12	0	203	12.1
YNL249C	10	0	18	8.63
YNL248C	12	0	74	57.6
YNL247W	26	1	21	401.0
YNL246W	10	0	53	33.7
YNL245C	7	1	23	11.5
YNL244C	21	1	60	709.0
YNL243W	10	0	86	371.0
YNL242W	11	0	44	8.26
YNL241C	27	0	43	341.0
YNL240C	14	1	21	3.17
YNL239W	24	0	27	77.2
YNL238W	23	0	66	17.1
YNL237W	10	0	11	0.008
YNL236W	11	0	96	35.2
YNL235C	2	0	0	1.78
YNL234W	8	0	15	6.39
YNL233W	10	0	45	9.67
YNL232W	28	1	52	129.0
YNL231C	15	0	36	217.0
YNL230C	10	0	20	8.14
YNL229C	13	0	135	70.9
YNL228W	0	0	0	1.56
YNL226W	2	0	0	1.48
YNL227C	23	0	43	19.1
YNL225C	7	0	56	11.8
YNL224C	10	0	35	16.0
YNL223W	26	0	30	24.7
YNL222W	29	1	54	2.48
YNL221C	11	1	38	11.7
YNL220W	28	0	32	715.0
YNL219C	29	0	23	39.0
YNL218W	25	0	41	17.1
YNL217W	11	0	17	8.72
YNL216W	11	1	133	71.8
YNL215W	10	0	51	25.9
YNL214W	11	0	24	8.44
YNL213C	10	0	19	10.1
YNL212W	14	0	22	67.3
YNL211C	7	0	6	1.82
YNL210W	6	0	14	1.29
YNL209W	14	0	108	4273.0
YNL208W	9	0	31	19.2
YNL207W	29	1	41	103.0
YNL206C	11	0	53	118.0
YNL205C	2	0	0	1.3
YNL204C	10	0	13	1.38
YNL202W	23	0	10	4.66
YNL203C	2	0	0	1.31
YNL201C	11	0	48	60.3
YNL200C	28	0	13	15.9
YNL199C	10	0	62	9.2
YNL198C	4	0	0	2.07
YNL197C	10	0	49	83.6
YNL196C	9	0	11	1.5
YNL195C	5	0	7	2.55
YNL194C	9	0	21	2.86
YNL193W	11	0	10	2.79
YNL192W	14	0	37	18.3
YNL191W	13	0	12	60.7
YNL190W	10	0	21	24.9
YNL189W	22	1	131	156.0
YNL188W	4	1	32	0.181
YNL187W	11	0	19	1.62
YNL186W	11	0	41	32.9
YNL185C	28	0	19	54.8
YNL184C	3	0	4	4.3
YNL183C	11	0	55	41.0
YNL182C	11	1	44	44.8
YNL181W	14	1	21	119.0
YNL180C	11	0	21	41.8
YNL179C	4	0	0	1.54
YNL178W	29	1	99	2327.0
YNL177C	11	0	32	28.5
YNL176C	6	0	12	2.42
YNL174W	0	0	0	1.29
YNL175C	12	0	39	129.0
YNL173C	8	0	13	60.7
YNL172W	11	1	47	3.78
YNL170W	2	0	0	1.81
YNL171C	2	0	0	0.024
YNL169C	28	0	70	18.9
YNL168C	28	0	13	51.3
YNL167C	10	0	50	11.5
YNL166C	6	0	30	37.4
YNL165W	10	0	12	4.56
YNL164C	7	0	14	3.01
YNL163C	28	1	32	75.9
YNL162W-A	7	0	6	4.89
YNL162W	28	0	42	746.0
YNL161W	27	1	67	8.99
YNL160W	10	0	15	42.2
YNL159C	11	0	17	4.93
YNL158W	6	1	10	63.2
YNL157W	10	0	22	40.7
YNL156C	11	0	21	68.8
YNL155W	22	0	21	50.0
YNL154C	24	0	59	78.3
YNL153C	11	0	74	140.0
YNL152W	11	1	32	4.43
YNL151C	11	1	32	6.04
YNL150W	2	1	0	0.03
YNL149C	4	1	19	51.7
YNL148C	27	0	18	7.77
YNL147W	27	0	78	61.4
YNL146C-A	2	0	4	0.087
YNL146W	4	0	15	6.71
YNL145W	6	0	24	1.23
YNL144W-A	0	0	0	0.0
YNL144C	10	0	15	1.43
YNL143C	3	0	7	25.4
YNL142W	14	0	25	8.58
YNL141W	22	0	36	366.0
YNL140C	0	0	7	12.6
YNL139C	11	0	61	30.0
YNL138W-A	8	1	11	0.293
YNL138W	28	0	73	237.0
YNL137C	11	1	28	78.5
YNL136W	9	0	57	4.6
YNL135C	16	0	72	666.0
YNL134C	12	0	21	251.0
YNL133C	6	0	16	8.75
YNL132W	29	1	57	134.0
YNL131W	11	1	70	90.1
YNL130C	15	0	22	20.8
YNL130C-A	2	0	4	0.199
YNL129W	16	0	18	20.2
YNL128W	11	0	17	5.54
YNL127W	11	0	23	11.9
YNL126W	11	1	48	2.96
YNL125C	10	0	21	7.65
YNL124W	10	1	22	16.4
YNL123W	16	0	28	88.2
YNL122C	7	0	20	3.24
YNL121C	26	0	85	556.0
YNL119W	11	0	49	31.6
YNL120C	0	0	0	1.67
YNL118C	10	1	74	166.0
YNL117W	18	0	31	162.0
YNL116W	11	0	40	14.3
YNL115C	13	0	12	6.71
YNL113W	25	1	56	277.0
YNL114C	1	1	0	1.5
YNL112W	26	1	69	604.0
YNL111C	25	0	27	212.0
YNL110C	10	1	60	163.0
YNL109W	1	0	0	1.81
YNL108C	11	0	14	46.6
YNL107W	26	0	85	4.76
YNL105W	1	0	0	1.3
YNL106C	14	0	68	29.4
YNL103W-A	2	0	0	0.0
YNL104C	10	0	46	307.0
YNL103W	7	1	51	30.1
YNL102W	29	1	110	28.2
YNL101W	22	0	21	2.13
YNL100W	11	0	26	69.1
YNL099C	11	0	36	18.6
YNL098C	26	0	217	270.0
YNL097C-B	2	0	4	0.129
YNL097W-A	0	0	0	0.299
YNL097C	12	0	86	28.9
YNL096C	24	0	59	1140.0
YNL095C	10	0	12	7.02
YNL094W	11	0	29	17.7
YNL093W	10	0	31	8.65
YNL092W	29	0	11	7.88
YNL091W	10	0	38	21.7
YNL090W	14	0	46	46.6
YNL089C	0	0	0	1.42
YNL088W	26	1	101	71.7
YNL087W	10	0	29	98.6
YNL086W	7	0	22	9.42
YNL085W	14	0	49	71.7
YNL084C	14	0	77	80.5
YNL083W	11	0	25	10.7
YNL082W	11	0	77	5.42
YNL081C	12	0	30	9.46
YNL080C	11	0	29	7.85
YNL079C	10	0	84	237.0
YNL078W	6	0	42	6.04
YNL077W	11	0	30	5.85
YNL076W	6	0	46	10.2
YNL075W	29	1	48	11.8
YNL074C	7	0	23	9.93
YNL073W	14	0	30	24.9
YNL072W	28	0	64	6.94
YNL071W	29	0	63	274.0
YNL070W	10	0	38	40.2
YNL069C	13	0	76	1894.0
YNL068C	10	0	68	8.61
YNL067W-A	4	0	0	1.33
YNL067W-B	3	0	4	0.0
YNL067W	28	0	40	2440.0
YNL066W	10	0	24	180.0
YNL065W	13	0	21	11.0
YNL064C	27	0	170	1788.0
YNL063W	12	0	14	91.0
YNL062C	14	1	29	36.5
YNL061W	14	1	78	332.0
YNL059C	27	0	44	49.5
YNL057W	0	0	0	1.6
YNL058C	7	0	23	5.48
YNL056W	11	0	40	36.5
YNL055C	27	0	98	2529.0
YNL054W	9	0	31	2.59
YNL053W	11	0	44	8.09
YNL052W	14	0	49	82.0
YNL051W	11	0	38	21.0
YNL050C	11	0	9	4.69
YNL049C	10	0	37	45.8
YNL048W	27	0	15	37.1
YNL047C	10	0	33	21.3
YNL046W	4	0	15	6.99
YNL045W	28	0	28	98.2
YNL044W	14	0	32	143.0
YNL043C	0	0	0	1.25
YNL042W-B	8	0	5	0.0
YNL042W	11	0	25	2.44
YNL041C	14	0	57	40.7
YNL040W	20	0	19	27.6
YNL039W	11	1	37	8.93
YNL038W	6	1	17	0.034
YNL037C	29	0	63	214.0
YNL036W	13	1	20	152.0
YNL035C	28	0	18	44.2
YNL034W	4	0	10	1.4
YNL033W	4	0	5	4.21
YNL032W	12	0	51	34.3
YNL031C	12	0	267	1752.0
YNL030W	26	0	178	5290.0
YNL028W	3	0	0	1.28
YNL029C	12	0	15	5.05
YNL027W	10	0	68	31.1
YNL026W	27	1	32	14.0
YNL025C	11	0	82	2.19
YNL024C-A	11	1	8	0.978
YNL024C	13	0	15	13.8
YNL023C	27	0	24	6.82
YNL022C	27	0	22	62.9
YNL021W	14	0	82	28.7
YNL020C	10	0	46	15.0
YNL019C	4	0	7	1.45
YNL018C	4	0	5	1.99
YNL017C	9	0	0	1.22
YNL016W	22	0	54	552.0
YNL015W	7	0	24	127.0
YNL014W	10	0	22	886.0
YNL013C	1	0	0	1.52
YNL012W	11	0	19	1.35
YNL011C	14	0	12	9.49
YNL010W	14	0	22	345.0
YNL009W	11	0	26	5.26
YNL008C	9	0	24	3.83
YNL007C	24	1	105	635.0
YNL006W	28	1	54	27.8
YNL005C	12	0	30	61.6
YNL004W	11	0	41	51.4
YNL003C	28	0	32	11.1
YNL002C	10	1	75	85.6
YNL001W	11	0	49	84.5
YNR001C	16	0	55	194.0
YNR001W-A	4	0	0	1.29
YNR002C	13	0	20	1.41
YNR003W-A	0	0	0	0.022
YNR003C	25	1	38	14.6
YNR004W	5	0	19	14.0
YNR006W	12	0	87	21.6
YNR005C	1	0	0	9.01
YNR007C	13	0	56	32.0
YNR008W	16	0	38	3.06
YNR009W	7	0	24	21.5
YNR010W	6	0	73	13.4
YNR011C	11	1	47	4.53
YNR012W	22	0	23	13.0
YNR013C	14	0	28	59.4
YNR014W	6	0	18	29.7
YNR015W	13	0	16	42.5
YNR016C	27	1	76	954.0
YNR017W	14	1	119	54.2
YNR018W	11	0	30	113.0
YNR019W	13	0	38	20.3
YNR020C	13	0	21	25.5
YNR021W	11	0	24	360.0
YNR022C	11	0	24	37.5
YNR023W	13	0	48	8.79
YNR024W	6	0	21	18.8
YNR025C	2	0	0	2.65
YNR026C	10	1	44	66.9
YNR027W	12	0	17	55.8
YNR028W	10	0	14	6.85
YNR029C	26	0	14	21.4
YNR030W	14	0	31	58.2
YNR031C	14	0	60	5.84
YNR032W	14	0	23	16.9
YNR032C-A	25	0	19	35.3
YNR033W	15	0	22	27.8
YNR034W	10	0	31	46.1
YNR034W-A	6	0	8	59.8
YNR035C	11	1	49	214.0
YNR036C	28	0	30	12.2
YNR037C	13	0	26	4.36
YNR038W	14	1	34	115.0
YNR039C	11	0	25	5.85
YNR040W	11	0	11	22.0
YNR042W	0	0	0	1.76
YNR041C	29	0	45	6.26
YNR043W	28	1	26	384.0
YNR044W	10	0	18	7.1
YNR045W	11	0	23	6.43
YNR046W	14	1	38	137.0
YNR047W	12	0	44	20.4
YNR048W	26	0	25	44.9
YNR049C	6	0	27	12.5
YNR050C	28	0	27	1114.0
YNR051C	10	0	99	226.0
YNR052C	11	0	111	41.0
YNR053C	29	1	77	631.0
YNR054C	14	1	19	111.0
YNR055C	12	0	20	10.1
YNR056C	10	0	11	0.39
YNR057C	10	0	12	1.78
YNR058W	12	0	14	0.184
YNR059W	9	0	15	1.46
YNR060W	12	0	17	1.47
YNR061C	6	0	12	4.44
YNR062C	10	0	11	3.08
YNR063W	10	0	13	1.38
YNR064C	11	0	11	1.48
YNR065C	14	0	15	3.15
YNR066C	10	0	16	4.74
YNR067C	16	0	23	4.06
YNR068C	7	0	10	1.55
YNR069C	7	0	17	1.78
YNR070W	12	0	18	8.32
YNR071C	10	0	14	1.67
YNR072W	10	0	21	1.44
YNR073C	10	0	12	1.65
YNR074C	4	0	21	12.5
YNR075W	6	0	18	17.7
YNR075C-A	3	0	4	0.984
YNR076W	5	0	7	1.41
YNR077C	4	0	2	1.39
YOL166W-A	4	0	3	0.0
YOL166C	1	0	0	1.07
YOL165C	10	0	8	1.46
YOL164W-A	1	0	4	0.0
YOL164W	4	0	10	0.112
YOL163W	10	0	12	1.42
YOL162W	10	0	9	1.37
YOL161C	5	0	7	1.35
YOL160W	2	0	0	1.48
YOL159C-A	4	0	7	3.1
YOL159C	4	0	10	1.46
YOL158C	10	0	18	4.44
YOL157C	14	0	9	6.03
YOL156W	13	0	12	0.168
YOL155W-A	1	0	3	0.0
YOL155C	10	0	19	4.88
YOL154W	11	0	13	0.778
YOL152W	10	0	14	2.83
YOL151W	15	0	25	173.0
YOL150C	1	0	0	1.62
YOL149W	11	1	67	54.5
YOL148C	11	0	77	32.9
YOL147C	13	0	46	40.6
YOL146W	14	1	30	16.8
YOL145C	14	0	79	150.0
YOL144W	11	1	27	371.0
YOL143C	12	0	26	75.9
YOL142W	29	1	33	80.4
YOL141W	22	0	18	15.5
YOL140W	15	0	15	220.0
YOL139C	17	1	101	564.0
YOL138C	11	0	25	8.16
YOL137W	13	0	15	5.1
YOL136C	11	0	23	3.09
YOL135C	12	1	65	55.4
YOL133W	11	1	60	7.78
YOL134C	2	1	0	10.4
YOL132W	11	0	18	0.013
YOL131W	4	0	9	1.97
YOL130W	11	1	31	8.02
YOL129W	14	0	26	29.7
YOL128C	10	0	22	2.15
YOL127W	24	1	78	1412.0
YOL126C	10	0	30	121.0
YOL125W	26	0	12	24.7
YOL124C	28	0	22	31.8
YOL123W	12	1	75	86.9
YOL122C	13	0	29	1.59
YOL121C	20	0	49	1176.0
YOL120C	28	1	66	1372.0
YOL119C	11	0	18	7.01
YOL118C	3	0	0	1.62
YOL117W	11	0	22	10.7
YOL116W	7	0	35	5.27
YOL115W	10	0	106	68.4
YOL114C	10	0	10	1.68
YOL113W	14	0	34	8.8
YOL112W	11	0	31	14.1
YOL111C	11	0	52	128.0
YOL110W	11	0	23	8.18
YOL109W	9	0	38	844.0
YOL108C	9	0	51	9.65
YOL107W	11	0	13	15.8
YOL106W	10	0	0	1.88
YOL105C	10	0	28	13.2
YOL104C	6	0	27	1.34
YOL103W	25	0	23	6.83
YOL102C	12	1	18	9.66
YOL101C	6	0	20	1.74
YOL100W	11	0	41	10.3
YOL099C	0	0	0	2.01
YOL098C	16	0	22	183.0
YOL097W-A	4	0	5	0.0
YOL097C	29	1	23	299.0
YOL096C	29	0	28	4.91
YOL095C	11	0	27	35.2
YOL094C	29	1	54	68.7
YOL093W	27	0	29	42.7
YOL092W	13	0	18	54.7
YOL091W	7	0	23	1.82
YOL090W	25	0	163	45.6
YOL089C	10	0	25	4.58
YOL088C	11	0	24	34.6
YOL087C	11	0	26	56.2
YOL086W-A	9	0	13	0.412
YOL086C	11	0	95	7531.0
YOL085W-A	2	0	0	0.0
YOL085C	4	0	0	1.28
YOL084W	14	0	12	2.18
YOL083W	6	0	18	4.3
YOL083C-A	0	0	0	0.0
YOL082W	6	0	49	10.5
YOL081W	11	0	81	14.0
YOL079W	0	0	0	1.31
YOL080C	11	0	26	44.4
YOL078W	11	1	34	8.22
YOL077W-A	8	0	15	42.3
YOL077C	28	1	72	174.0
YOL076W	11	0	36	98.6
YOL075C	23	0	16	17.3
YOL073C	11	0	14	1.3
YOL072W	11	0	64	11.6
YOL071W	25	0	26	42.7
YOL070C	10	0	37	31.0
YOL069W	11	1	57	17.4
YOL068C	11	0	61	12.6
YOL067C	11	0	48	42.4
YOL066C	14	1	16	30.3
YOL065C	11	0	24	12.5
YOL064C	15	0	42	180.0
YOL063C	7	0	19	2.11
YOL062C	11	0	25	28.0
YOL061W	14	0	40	85.5
YOL060C	12	0	23	56.7
YOL059W	27	0	54	360.0
YOL058W	28	0	27	1066.0
YOL057W	25	0	17	53.2
YOL056W	10	0	17	276.0
YOL055C	14	0	20	4.44
YOL054W	10	0	54	47.9
YOL053W	11	0	19	5.48
YOL052C-A	4	0	9	5.64
YOL052C	28	0	37	110.0
YOL051W	10	0	128	21.0
YOL050C	0	0	0	1.42
YOL049W	28	0	27	65.1
YOL048C	11	0	15	8.93
YOL047C	9	0	13	3.35
YOL045W	11	0	32	20.0
YOL046C	0	0	0	13.5
YOL044W	6	0	39	8.19
YOL043C	12	0	43	2.76
YOL042W	11	0	16	33.0
YOL041C	12	0	71	200.0
YOL040C	24	1	52	959.0
YOL039W	10	0	59	3326.0
YOL038C-A	1	0	5	0.218
YOL038W	26	1	76	222.0
YOL036W	10	0	25	2.03
YOL037C	1	0	0	1.3
YOL035C	2	0	0	1.48
YOL034W	28	1	64	19.3
YOL033W	28	0	23	22.8
YOL032W	11	0	14	74.9
YOL031C	10	0	31	28.9
YOL030W	14	0	29	119.0
YOL029C	6	0	11	1.57
YOL028C	10	0	20	14.2
YOL027C	11	0	40	144.0
YOL026C	10	1	26	0.018
YOL025W	6	0	15	4.77
YOL024W	4	0	7	1.8
YOL023W	15	0	34	37.1
YOL022C	14	1	12	57.1
YOL021C	29	1	91	80.9
YOL020W	11	0	49	40.9
YOL019W-A	4	0	3	0.0
YOL019W	10	0	21	11.0
YOL018C	28	0	85	3.49
YOL017W	6	0	19	4.87
YOL016C	25	0	33	124.0
YOL015W	4	0	8	2.78
YOL014W	4	0	10	0.182
YOL013W-B	5	0	0	0.0
YOL013W-A	9	0	3	0.0
YOL013C	11	0	84	20.2
YOL012C	26	0	180	86.9
YOL011W	13	0	21	7.48
YOL010W	27	1	40	123.0
YOL009C	14	0	49	9.04
YOL008W	11	0	26	1.43
YOL007C	7	0	17	9.5
YOL006C	29	0	150	89.2
YOL005C	14	1	58	98.6
YOL004W	15	0	150	55.4
YOL003C	13	0	28	1.22
YOL002C	27	0	21	10.1
YOL001W	10	0	82	1.91
YOR001W	14	0	165	42.1
YOR002W	28	0	37	8.64
YOR003W	18	0	9	1.5
YOR004W	29	1	26	105.0
YOR005C	26	0	53	3.67
YOR006C	14	0	21	36.0
YOR007C	25	0	58	422.0
YOR008C	10	0	88	37.6
YOR008C-A	1	0	7	1.36
YOR008W-B	4	0	0	1.25
YOR009W	10	0	16	0.169
YOR010C	9	0	14	0.168
YOR011W	10	0	29	12.2
YOR011W-A	1	0	3	0.0
YOR012W	9	0	9	1.42
YOR013W	9	0	0	1.48
YOR014W	24	0	87	46.8
YOR015W	3	0	0	1.39
YOR016C	26	0	15	69.5
YOR017W	11	0	35	19.3
YOR018W	11	0	45	13.7
YOR019W	7	0	13	1.59
YOR020C	25	1	36	452.0
YOR020W-A	7	0	7	7.52
YOR021C	13	0	15	55.2
YOR022C	14	0	15	6.02
YOR023C	11	0	41	2.87
YOR024W	4	0	0	1.54
YOR025W	11	0	61	4.32
YOR026W	11	0	91	12.8
YOR027W	29	0	105	1152.0
YOR028C	10	0	42	2.54
YOR029W	4	0	0	1.32
YOR030W	11	0	35	1.67
YOR032C	10	0	20	1.48
YOR032W-A	4	0	4	0.0
