gene_name_1	orf_name_1	uniprot_ac_1	gene_name_2	orf_name_2	uniprot_ac_2	FILENAME	interface_area	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
PRP22	YER013W	P24384	PRP8	YHR165C	P33334	P24384-P33334-EXP-6bk8.pdb1-P-0-A-0.pdb	1212.265625					
BUD31	YCR063W	P25337	PRP8	YHR165C	P33334	P25337-P33334-EXP-6j6g.pdb1-T-0-A-0.pdb	1503.52392578					
PRP45	YAL032C	P28004	PRP8	YHR165C	P33334	P28004-P33334-EXP-6j6g.pdb1-P-0-A-0.pdb	2240.9609375					
YJU2	YKL095W	P28320	PRP8	YHR165C	P33334	P28320-P33334-EXP-5gmk.pdb1-F-0-A-0.pdb	998.622558594					
AAR2	YBL074C	P32357	PRP8	YHR165C	P33334	P32357-P33334-EXP-3sbt.pdb1-B-0-A-1.pdb	429.614746094	23.1441	12.7101	-13.3031	-34.2189	-51.4319
BRR2	YER172C	P32639	PRP8	YHR165C	P33334	P32639-P33334-EXP-5dca.pdb1-A-0-J-0.pdb	1556.57617188					
VMA2	YBR127C	P16140	VMA1	YDL185W	P17255	P16140-P17255-EXP-5d80.pdb1-D-0-A-0.pdb	856.55078125	310.851	415.207	-14.2555	413.149	575.838
VMA2	YBR127C	P16140	VMA4	YOR332W	P22203	P16140-P22203-EXP-5d80.pdb1-D-0-I-0.pdb	368.704101562	353.836	59.0874	-8.76099	444.614	48.6566
VMA2	YBR127C	P16140	VMA8	YEL051W	P32610	P16140-P32610-EXP-5d80.pdb1-D-0-G-0.pdb	144.385742188	309.161	56.4515	-10.8092	400.904	41.3374
VMA1	YDL185W	P17255	VMA8	YEL051W	P32610	P17255-P32610-EXP-5vox.pdb1-C-0-M-0.pdb	65.896484375	248.739	58.784	-4.1354	440.528	68.0329
VMA6	YLR447C	P32366	VMA8	YEL051W	P32610	P32366-P32610-EXP-6o7v.pdb1-d-0-M-0.pdb	591.490234375	53.1996	19.7421	72.692	70.9411	73.9894
RPB3	YIL021W	P16370	SRB2	YHR041C	P34162	P16370-P34162-EXP-5oqm.pdb1-C-0-f-0.pdb	502.309082031	20.5855	12.791	-2.34328	125.532	59.7223
SRB5	YGR104C	P32585	SRB2	YHR041C	P34162	P32585-P34162-EXP-2hzm.pdb1-B-0-A-0.pdb	1702.4375	24.3662	20.3036	-40.3858	-7.09238	19.2395
KAR2	YJL034W	P16474	SIL1	YOL031C	Q08199	P16474-Q08199-EXP-3qml.pdb2-B-0-D-0.pdb	1302.21337891	75.9986	40.6386	-19.2339	148.767	50.0231
PFK1	YGR240C	P16861	PFK2	YMR205C	P16862	P16861-P16862-EXP-3o8o.pdb2-E-0-H-0.pdb	558.875976562	146.077	170.527	-15.3765	249.845	245.499
RPL8A	YHL033C	P17076	CIC1	YHR052W	P38779	P17076-P38779-EXP-6c0f.pdb1-G-0-K-0.pdb	112.095214844	17.1787	25.945	-1.71727	69.8022	69.4052
RPL8A	YHL033C	P17076	NOP7	YGR103W	P53261	P17076-P53261-EXP-5z3g.pdb1-K-0-M-0.pdb	251.754394531	38.6777	101.302	-1.2469	103.356	292.638
RLP7	YNL002C	P40693	NOP7	YGR103W	P53261	P40693-P53261-EXP-6em3.pdb1-t-0-n-0.pdb	303.709472656	35.9219	138.658	-10.4292	158.791	231.968
KAR3	YPR141C	P17119	VIK1	YPL253C	Q12045	P17119-Q12045-EXP-4etp.pdb1-A-0-B-0.pdb	1502.45605469	18.5112	21.8189	-49.9271	-27.3645	3.84232
SPO16	YHR153C	P17122	ZIP2	YGL249W	P53061	P17122-P53061-EXP-6bzg.pdb1-A-0-B-0.pdb	2645.86328125	10.5892	12.4991	-69.3064	6.19329	-13.2232
PHO85	YPL031C	P17157	PHO80	YOL001W	P20052	P17157-P20052-EXP-2pmi.pdb2-C-0-D-0.pdb	1297.17041016	55.9855	36.7061	-28.3608	141.232	61.9324
PHO85	YPL031C	P17157	PCL10	YGL134W	P53124	P17157-P53124-EXP-4krd.pdb1-A-0-B-0.pdb	1505.10205078	20.8753	8.08912	-39.7903	-33.9926	-44.3012
VMA1	YDL185W	P17255	VMA7	YGR020C	P39111	P17255-P39111-EXP-3j9v.pdb1-E-0-N-0.pdb	168.681884766	43.008	6.36409	-2.53916	252.753	65.8702
VMA8	YEL051W	P32610	VMA7	YGR020C	P39111	P32610-P39111-EXP-4rnd.pdb1-A-0-B-0.pdb	2097.63427734	8.07297	13.6227	-61.5029	21.3784	33.6207
SKI3	YPR189W	P17883	SKI2	YLR398C	P35207	P17883-P35207-EXP-4buj.pdb1-B-0-A-0.pdb	7354.6328125					
SKI3	YPR189W	P17883	SKI8	YGL213C	Q02793	P17883-Q02793-EXP-4buj.pdb1-B-0-C-0.pdb	2014.34082031	193.406	47.8649	-40.1866	71.8477	104.337
SKI2	YLR398C	P35207	SKI8	YGL213C	Q02793	P35207-Q02793-EXP-4buj.pdb1-A-0-C-0.pdb	1900.94042969	90.2682	48.1849	-20.8115	73.3884	104.892
RGR1	YLR071C	P19263	ROX3	YBL093C	P25046	P19263-P25046-EXP-5oqm.pdb1-l-0-m-0.pdb	256.232910156	67.7688	9.94509	-20.5424	261.934	91.9109
RGR1	YLR071C	P19263	SRB7	YDR308C	P47822	P19263-P47822-EXP-5oqm.pdb1-l-0-n-0.pdb	364.686035156	74.1914	5.49612	-10.6343	265.951	46.7457
CSE2	YNR010W	P33308	SRB7	YDR308C	P47822	P33308-P47822-EXP-5oqm.pdb1-j-0-n-0.pdb	121.813232422	3.20811	5.95281	-5.18702	13.4559	47.2085
RGR1	YLR071C	P19263	NUT2	YPR168W	Q06213	P19263-Q06213-EXP-5oqm.pdb1-l-0-k-0.pdb	443.905761719	72.1112	14.9636	-41.8079	273.011	43.7506
ROX3	YBL093C	P25046	NUT2	YPR168W	Q06213	P25046-Q06213-EXP-5oqm.pdb1-m-0-k-0.pdb	384.1162109380001	8.93825	14.4611	-23.7326	86.8148	42.1123
SRB7	YDR308C	P47822	NUT2	YPR168W	Q06213	P47822-Q06213-EXP-5oqm.pdb1-n-0-k-0.pdb	317.553710938	8.51175	14.1125	-18.0381	48.9384	39.7908
RGR1	YLR071C	P19263	MED4	YOR174W	Q12343	P19263-Q12343-EXP-5oqm.pdb1-l-0-h-0.pdb	137.205566406	74.8143	10.0314	-9.77363	266.025	39.0962
CSE2	YNR010W	P33308	MED4	YOR174W	Q12343	P33308-Q12343-EXP-5oqm.pdb1-j-0-h-0.pdb	288.334716797	3.26536	10.1865	-38.0339	18.0131	41.4999
SOH1	YGL127C	P38633	MED4	YOR174W	Q12343	P38633-Q12343-EXP-5oqm.pdb1-o-0-h-0.pdb	424.218994141	3.09256	8.46865	-17.9284	17.3878	40.4217
SRB7	YDR308C	P47822	MED4	YOR174W	Q12343	P47822-Q12343-EXP-5oqm.pdb1-n-0-h-0.pdb	384.466796875	7.26391	7.68899	-12.3428	48.5581	36.0126
MED7	YOL135C	Q08278	MED4	YOR174W	Q12343	Q08278-Q12343-EXP-5oqm.pdb1-i-0-h-0.pdb	299.626953125	7.65544	9.32592	-13.6164	38.5323	35.5272
MYO2	YOR326W	P19524	SMY1	YKL079W	P32364	P19524-P32364-EXP-6ixq.pdb1-A-0-B-0.pdb	862.5461425780001	21.7082	0.556844	-20.0922	-80.3101	12.8899
MYO2	YOR326W	P19524	MLC1	YGL106W	P53141	P19524-P53141-EXP-1m45.pdb1-B-0-A-0.pdb	1294.4942627	1.16106	7.76116	-34.6928	4.29249	18.1004
MYO2	YOR326W	P19524	INP2	YMR163C	Q03824	P19524-Q03824-EXP-6ixr.pdb1-A-0-B-0.pdb	783.866821289	21.3898	0.0509338	-14.804	-40.0474	6.17494
MYO2	YOR326W	P19524	MMR1	YLR190W	Q06324	P19524-Q06324-EXP-6ixp.pdb1-A-0-C-0.pdb	769.112304688	25.1341	1.28024	-18.4019	-91.8723	10.8455
EXO70	YJL085W	P19658	SEC15	YGL233W	P22224	P19658-P22224-EXP-5yfp.pdb1-G-0-F-0.pdb	466.912109375	177.767	709.895	-6.8131	386.993	1262.66
EXO70	YJL085W	P19658	EXO84	YBR102C	P38261	P19658-P38261-EXP-5yfp.pdb1-G-0-H-0.pdb	863.125976562	187.066	213.376	6.13876	407.214	524.277
SEC15	YGL233W	P22224	EXO84	YBR102C	P38261	P22224-P38261-EXP-5yfp.pdb1-F-0-H-0.pdb	751.665039062	721.742	189.776	-5.28285	1254.59	501.136
SEC8	YPR055W	P32855	EXO84	YBR102C	P38261	P32855-P38261-EXP-5yfp.pdb1-D-0-H-0.pdb	409.6982421880001	1059.27	226.987	3.99432	1837.59	529.515
EXO70	YJL085W	P19658	SEC5	YDR166C	P89102	P19658-P89102-EXP-5yfp.pdb1-G-0-B-0.pdb	781.126953125	175.226	879.57	-3.05453	385.554	1627.67
SEC6	YIL068C	P32844	SEC5	YDR166C	P89102	P32844-P89102-EXP-5yfp.pdb1-C-0-B-0.pdb	1355.66796875	1248.93	900.402	239.607	1801.21	1661.85
SEC8	YPR055W	P32855	SEC5	YDR166C	P89102	P32855-P89102-EXP-5yfp.pdb1-D-0-B-0.pdb	916.302734375					
SEC3	YER008C	P33332	SEC5	YDR166C	P89102	P33332-P89102-EXP-5yfp.pdb1-A-0-B-0.pdb	1913.11914062	1230.3	951.945	82.996	1974.66	1724.77
EXO84	YBR102C	P38261	SEC5	YDR166C	P89102	P38261-P89102-EXP-5yfp.pdb1-H-0-B-0.pdb	813.102539062	195.132	1043.38	5.70296	505.133	1806.46
PRP6	YBR055C	P19735	PRP4	YPR178W	P20053	P19735-P20053-EXP-5gap.pdb1-J-0-H-0.pdb	728.4125976560001	77.3147	54.9771	-12.7144	118.118	146.002
PRP6	YBR055C	P19735	SNU13	YEL026W	P39990	P19735-P39990-EXP-5gap.pdb1-J-0-K-0.pdb	450.848632812	76.359	9.43588	-3.98924	119.868	-19.21
PRP4	YPR178W	P20053	SNU13	YEL026W	P39990	P20053-P39990-EXP-5gan.pdb1-H-0-K-0.pdb	725.1862792969999	68.3747	13.0532	-6.59424	183.767	-7.77067
PRP6	YBR055C	P19735	PRP31	YGR091W	P49704	P19735-P49704-EXP-5gap.pdb1-J-0-F-0.pdb	1958.84960938	80.2112	41.6116	-18.795	119.352	128.361
PRP8	YHR165C	P33334	PRP31	YGR091W	P49704	P33334-P49704-EXP-5gan.pdb1-A-0-F-0.pdb	3781.76171875					
SNU13	YEL026W	P39990	PRP31	YGR091W	P49704	P39990-P49704-EXP-5gap.pdb1-K-0-F-0.pdb	499.2734375	8.4627	38.5551	-7.36224	-18.9577	116.957
PRP6	YBR055C	P19735	DIB1	YPR082C	Q06819	P19735-Q06819-EXP-3jcm.pdb1-G-0-L-0.pdb	777.929931641	227.886	25.6723	-13.5449	539.084	62.2
PRP8	YHR165C	P33334	DIB1	YPR082C	Q06819	P33334-Q06819-EXP-5gan.pdb1-A-0-D-0.pdb	1010.44799805					
PRP31	YGR091W	P49704	DIB1	YPR082C	Q06819	P49704-Q06819-EXP-5gap.pdb1-F-0-D-0.pdb	454.6875	42.3829	16.7738	-6.8947	115.966	4.74527
PRP9	YDL030W	P19736	PRP21	YJL203W	P32524	P19736-P32524-EXP-4dgw.pdb1-A-0-B-0.pdb	2510.47851562	48.1888	14.1189	-59.5795	84.4035	65.4033
PRP9	YDL030W	P19736	SMD1	YGR074W	Q02260	P19736-Q02260-EXP-6g90.pdb1-T-0-t-0.pdb	239.059326172	53.1434	6.26318	0.231528	122.956	0.222164
BRR2	YER172C	P32639	SMD1	YGR074W	Q02260	P32639-Q02260-EXP-5gan.pdb1-B-0-l-0.pdb	552.5187988280001					
PRP8	YHR165C	P33334	SMD1	YGR074W	Q02260	P33334-Q02260-EXP-6j6g.pdb1-A-0-z-0.pdb	135.637207031					
SMB1	YER029C	P40018	SMD1	YGR074W	Q02260	P40018-Q02260-EXP-6n7r.pdb1-K-0-L-0.pdb	1446.26171875	11.4872	10.3134	-24.2003	51.0609	50.305
SNP1	YIL061C	Q00916	SMD1	YGR074W	Q02260	Q00916-Q02260-EXP-6n7r.pdb1-A-0-L-0.pdb	461.0888671880001	93.6698	10.5802	-11.3521	153.493	48.3668
PRP9	YDL030W	P19736	SMD2	YLR275W	Q06217	P19736-Q06217-EXP-5zwo.pdb1-u-0-n-0.pdb	105.273925781	142.707	8.46887	12.4812	201.998	30.4963
PRP8	YHR165C	P33334	SMD2	YLR275W	Q06217	P33334-Q06217-EXP-6j6g.pdb1-A-0-e-0.pdb	632.0476074219999					
SMX3	YPR182W	P54999	SMD2	YLR275W	Q06217	P54999-Q06217-EXP-6n7r.pdb1-P-0-M-0.pdb	801.7194824219999	3.75709	11.3375	-15.2534	22.2221	26.5718
SNP1	YIL061C	Q00916	SMD2	YLR275W	Q06217	Q00916-Q06217-EXP-6n7r.pdb1-A-0-M-0.pdb	1039.47436523	90.4883	10.6263	-20.7175	150.906	30.5407
SMD1	YGR074W	Q02260	SMD2	YLR275W	Q06217	Q02260-Q06217-EXP-6n7r.pdb1-L-0-M-0.pdb	1288.04858398	9.30458	12.5696	-25.394	49.4763	29.4809
PRP9	YDL030W	P19736	HSH49	YOR319W	Q99181	P19736-Q99181-EXP-6g90.pdb1-T-0-R-0.pdb	304.27734375	56.1663	14.5032	-2.96578	126.659	-13.4569
CUS1	YMR240C	Q02554	HSH49	YOR319W	Q99181	Q02554-Q99181-EXP-5lsl.pdb1-E-0-A-0.pdb	966.116210938	1.68034	3.45933	-31.8059	1.11964	-14.0321
RSE1	YML049C	Q04693	HSH49	YOR319W	Q99181	Q04693-Q99181-EXP-6g90.pdb1-P-0-R-0.pdb	214.986328125	200.214	13.9775	-5.76536	532.975	-17.1661
PRP11	YDL043C	Q07350	HSH49	YOR319W	Q99181	Q07350-Q99181-EXP-6g90.pdb1-U-0-R-0.pdb	127.1171875	17.9379	13.9387	-2.7333	94.2629	-17.6998
PRP4	YPR178W	P20053	PRP3	YDR473C	Q03338	P20053-Q03338-EXP-5gap.pdb1-H-0-G-0.pdb	2771.63330078	55.1118	18.9255	-27.4699	152.696	122.431
BRR2	YER172C	P32639	PRP3	YDR473C	Q03338	P32639-Q03338-EXP-5gan.pdb1-B-0-G-0.pdb	951.810546875					
PRP8	YHR165C	P33334	PRP3	YDR473C	Q03338	P33334-Q03338-EXP-5gan.pdb1-A-0-G-0.pdb	809.333984375					
LSM2	YBL026W	P38203	PRP3	YDR473C	Q03338	P38203-Q03338-EXP-5gan.pdb1-2-0-G-0.pdb	289.551025391	6.22289	23.2075	-0.124721	39.518	131.616
SNU13	YEL026W	P39990	PRP3	YDR473C	Q03338	P39990-Q03338-EXP-5gan.pdb1-K-0-G-0.pdb	490.464599609	12.5842	24.8375	-7.38772	-9.29165	126.583
DBP5	YOR046C	P20449	NUP159	YIL115C	P40477	P20449-P40477-EXP-3rrm.pdb1-A-0-C-0.pdb	969.428710938	36.158	54.9708	-14.4842	-0.104993	53.6224
NUP82	YJL061W	P40368	NUP159	YIL115C	P40477	P40368-P40477-EXP-3pbp.pdb3-G-0-I-0.pdb	961.400634766	77.5644	1.67941	-28.2528	74.8124	15.5789
DBP5	YOR046C	P20449	GLE1	YDL207W	Q12315	P20449-Q12315-EXP-3pev.pdb1-A-0-B-0.pdb	1000.92919922	13.5732	15.7428	-18.0426	-13.7107	-96.9736
NUP42	YDR192C	P49686	GLE1	YDL207W	Q12315	P49686-Q12315-EXP-6b4e.pdb2-C-0-A-0.pdb	867.94140625	0.466621	12.2752	-28.7989	5.75885	-111.025
NUP1	YOR098C	P20676	KAP95	YLR347C	Q06142	P20676-Q06142-EXP-5owu.pdb1-B-0-A-0.pdb	1136.11560059	1.84942	44.2742	-28.1722	20.8313	-252.649
PRE10	YOR362C	P21242	SCL1	YGL011C	P21243	P21242-P21243-EXP-1ryp.pdb1-U-0-O-0.pdb	1342.19677734	28.249	22.2961	-33.8361	37.1384	2.32508
PRE10	YOR362C	P21242	PRE9	YGR135W	P23638	P21242-P23638-EXP-1ryp.pdb1-U-0-Q-0.pdb	138.663574219	28.0781	21.3734	0.0969797	33.882	41.045
SCL1	YGL011C	P21243	PRE9	YGR135W	P23638	P21243-P23638-EXP-3wxr.pdb1-A-0-C-0.pdb	146.922363281	20.8663	22.0855	-2.94771	17.9222	53.0052
PRE1	YER012W	P22141	PRE9	YGR135W	P23638	P22141-P23638-EXP-1ryp.pdb1-Y-0-Q-0.pdb	530.473632812	16.0413	23.2089	-9.48464	-10.3573	43.7282
PRE10	YOR362C	P21242	PRE8	YML092C	P23639	P21242-P23639-EXP-1ryp.pdb1-G-0-B-0.pdb	144.881835938	24.4901	19.3692	-0.939272	33.6133	38.4598
SCL1	YGL011C	P21243	PRE8	YML092C	P23639	P21243-P23639-EXP-1ryp.pdb1-O-0-P-0.pdb	1374.26904297	20.5768	19.83	-34.9202	7.91715	42.0535
PRE9	YGR135W	P23638	PRE8	YML092C	P23639	P23638-P23639-EXP-1ryp.pdb1-C-0-B-0.pdb	1345.95410156	19.5296	19.3262	-28.6253	41.0713	42.893
PRE10	YOR362C	P21242	PRE4	YFR050C	P30657	P21242-P30657-EXP-1ryp.pdb1-G-0-N-0.pdb	376.828125	23.5213	19.8435	-8.92831	31.0507	1.07811
SCL1	YGL011C	P21243	PRE4	YFR050C	P30657	P21243-P30657-EXP-1ryp.pdb1-A-0-2-0.pdb	75.7265625	22.7176	19.506	0.110371	13.8936	1.39819
PRE7	YBL041W	P23724	PRE4	YFR050C	P30657	P23724-P30657-EXP-1ryp.pdb1-1-0-2-0.pdb	937.517578125	19.8512	19.0034	-16.0749	18.2746	4.52955
PUP1	YOR157C	P25043	PRE4	YFR050C	P30657	P25043-P30657-EXP-1ryp.pdb1-I-0-2-0.pdb	881.9946289060001	20.2766	19.111	-18.6536	28.5392	8.33808
PRE10	YOR362C	P21242	RPT5	YOR117W	P33297	P21242-P33297-EXP-5mp9.pdb1-G-0-M-0.pdb	161.811523438	23.3822	30.0272	0.614362	115.922	229.522
PUP2	YGR253C	P32379	RPT5	YOR117W	P33297	P32379-P33297-EXP-5mp9.pdb1-E-0-M-0.pdb	360.741699219	14.9202	27.5538	-2.77271	120.953	224.739
PRE10	YOR362C	P21242	ADD66	YKL206C	P36040	P21242-P36040-EXP-4g4s.pdb1-G-1-P-1.pdb	586.860351562	20.6495	25.7912	-5.65432	14.8771	51.6681
PUP2	YGR253C	P32379	ADD66	YKL206C	P36040	P32379-P36040-EXP-4g4s.pdb1-E-1-P-1.pdb	397.8427734380001	16.1803	23.4516	-8.02404	28.3225	50.4054
PRE10	YOR362C	P21242	PRE3	YJL001W	P38624	P21242-P38624-EXP-1ryp.pdb1-U-0-V-0.pdb	419.887207031	29.3794	18.6169	-8.43265	35.0933	-6.00497
SCL1	YGL011C	P21243	PRE3	YJL001W	P38624	P21243-P38624-EXP-1ryp.pdb1-A-0-H-0.pdb	395.415039062	22.6098	18.7439	-5.61542	15.8115	-6.22202
PUP1	YOR157C	P25043	PRE3	YJL001W	P38624	P25043-P38624-EXP-1ryp.pdb1-W-0-V-0.pdb	585.46484375	19.09	18.8225	-8.31444	39.6615	-5.98743
PRE4	YFR050C	P30657	PRE3	YJL001W	P38624	P30657-P38624-EXP-1ryp.pdb1-2-0-H-0.pdb	1317.97070312	18.5178	18.9836	-31.8319	6.19459	-4.31487
PRE10	YOR362C	P21242	PRE5	YMR314W	P40302	P21242-P40302-EXP-1ryp.pdb1-U-0-T-0.pdb	1305.05664062	28.1389	24.2759	-34.4358	37.4445	50.9516
PRE9	YGR135W	P23638	PRE5	YMR314W	P40302	P23638-P40302-EXP-1ryp.pdb1-Q-0-T-0.pdb	150.797363281	19.7014	25.4983	-1.52616	35.6142	47.8221
PRE8	YML092C	P23639	PRE5	YMR314W	P40302	P23639-P40302-EXP-5mp9.pdb1-b-0-f-0.pdb	134.326171875	15.0241	16.9277	1.48315	116.4	107.947
PRE7	YBL041W	P23724	PRE5	YMR314W	P40302	P23724-P40302-EXP-1ryp.pdb1-M-0-F-0.pdb	346.48535156199995	16.1667	25.0454	-8.16153	11.2596	43.1875
PRE4	YFR050C	P30657	PRE5	YMR314W	P40302	P30657-P40302-EXP-1ryp.pdb1-2-0-T-0.pdb	573.689941406	19.6601	24.1598	-10.6415	5.40326	51.5798
PUP2	YGR253C	P32379	PRE5	YMR314W	P40302	P32379-P40302-EXP-1ryp.pdb1-E-0-F-0.pdb	1276.78613281	16.1898	24.0967	-16.3346	39.7908	46.3677
RPT5	YOR117W	P33297	PRE5	YMR314W	P40302	P33297-P40302-EXP-5mp9.pdb1-M-0-F-0.pdb	815.198242188	32.3229	18.0926	-2.47902	234.021	121.204
RPT1	YKL145W	P33299	PRE5	YMR314W	P40302	P33299-P40302-EXP-5mp9.pdb1-H-0-F-0.pdb	130.083984375	34.1795	18.6279	1.40116	242.506	121.252
ADD66	YKL206C	P36040	PRE5	YMR314W	P40302	P36040-P40302-EXP-4g4s.pdb1-P-1-F-1.pdb	808.9848632810001	25.2045	20.2609	-15.7698	52.1627	14.2897
PRE10	YOR362C	P21242	RPT4	YOR259C	P53549	P21242-P53549-EXP-5mp9.pdb1-G-0-L-0.pdb	371.668945312	23.9859	26.5196	-1.11281	122.199	203.024
SCL1	YGL011C	P21243	RPT4	YOR259C	P53549	P21243-P53549-EXP-5mp9.pdb1-A-0-L-0.pdb	450.352050781	13.3967	28.7103	3.0112	85.0128	205.813
RPT5	YOR117W	P33297	RPT4	YOR259C	P53549	P33297-P53549-EXP-5mp9.pdb1-M-0-L-0.pdb	4386.73242188	31.071	27.448	-72.15	250.49	227.593
RPT3	YDR394W	P33298	RPT4	YOR259C	P53549	P33298-P53549-EXP-5mp9.pdb1-K-0-L-0.pdb	2888.14648438	34.489	23.7474	-32.8628	243.775	217.244
RPT1	YKL145W	P33299	RPT4	YOR259C	P53549	P33299-P53549-EXP-5mpa.pdb1-H-0-L-0.pdb	151.665039062	31.4663	35.9821	-1.27817	319.931	276.387
RPN11	YFR004W	P43588	RPT4	YOR259C	P53549	P43588-P53549-EXP-4cr2.pdb1-V-0-L-0.pdb	370.9365234380001	26.8894	29.4633	-1.82363	144.387	189.126
SCL1	YGL011C	P21243	PUP1	YOR157C	P25043	P21243-P25043-EXP-1ryp.pdb1-O-0-W-0.pdb	624.490234375	21.4443	18.3565	-14.1753	3.32986	39.9831
PRE9	YGR135W	P23638	PUP1	YOR157C	P25043	P23638-P25043-EXP-4r17.pdb1-B-0-H-0.pdb	263.562988281	15.9481	14.4018	1.04521	13.3423	18.2984
PRE8	YML092C	P23639	PUP1	YOR157C	P25043	P23639-P25043-EXP-1ryp.pdb1-B-0-I-0.pdb	681.743164062	19.2572	20.1892	-17.3478	41.3359	29.54
PRE7	YBL041W	P23724	PUP1	YOR157C	P25043	P23724-P25043-EXP-1ryp.pdb1-1-0-I-0.pdb	1410.52001953	18.5046	20.0001	-26.0028	23.7849	25.881
SCL1	YGL011C	P21243	RPT3	YDR394W	P33298	P21243-P33298-EXP-5mp9.pdb1-A-0-K-0.pdb	439.336425781	13.022	33.1837	-9.64675	82.2869	229.919
PRE8	YML092C	P23639	RPT3	YDR394W	P33298	P23639-P33298-EXP-5mp9.pdb1-B-0-K-0.pdb	442.396484375	16.7608	31.9657	-0.389072	127.145	233.63
RPN12	YFR052W	P32496	RPT3	YDR394W	P33298	P32496-P33298-EXP-4cr3.pdb1-T-0-K-0.pdb	126.807617188	134.235	60.0269	-4.64359	252.684	243.256
RPN2	YIL075C	P32565	RPT3	YDR394W	P33298	P32565-P33298-EXP-4cr2.pdb1-N-0-K-0.pdb	963.140625	112.427	48.3413	-20.5729	325.013	241.58
SCL1	YGL011C	P21243	RPN5	YDL147W	Q12250	P21243-Q12250-EXP-4cr2.pdb1-A-0-P-0.pdb	170.624023438	27.4746	66.6047	4.20525	99.4871	220.349
RPT3	YDR394W	P33298	RPN5	YDL147W	Q12250	P33298-Q12250-EXP-4cr2.pdb1-K-0-P-0.pdb	232.350585938	49.4374	67.128	-0.563188	239.921	217.968
RPN11	YFR004W	P43588	RPN5	YDL147W	Q12250	P43588-Q12250-EXP-3jck.pdb1-G-0-B-0.pdb	1249.99414062	46.6176	91.4498	-15.7461	167.031	226.794
RPT4	YOR259C	P53549	RPN5	YDL147W	Q12250	P53549-Q12250-EXP-4cr2.pdb1-L-0-P-0.pdb	152.486328125	29.805	62.8557	0.0547919	190.742	217.929
RPN9	YDR427W	Q04062	RPN5	YDL147W	Q12250	Q04062-Q12250-EXP-3jck.pdb1-F-0-B-0.pdb	689.272460938	68.4444	95.4211	-9.4657	140.907	221.536
RPN8	YOR261C	Q08723	RPN5	YDL147W	Q12250	Q08723-Q12250-EXP-3jck.pdb1-E-0-B-0.pdb	1079.73632812	29.0881	91.4479	-24.1848	143.117	219.211
ATP15	YPL271W	P21306	ATP16	YDL004W	Q12165	P21306-Q12165-EXP-3zia.pdb2-I-0-H-0.pdb	1088.86010742	6.09983	12.2066	-29.8707	43.5981	48.5105
ATP3	YBR039W	P38077	ATP16	YDL004W	Q12165	P38077-Q12165-EXP-3zia.pdb1-Q-0-R-0.pdb	996.430664062	15.986	14.5817	-21.1075	15.333	50.0241
OLI1	Q0130	P61829	ATP16	YDL004W	Q12165	P61829-Q12165-EXP-2xok.pdb1-Q-0-H-0.pdb	224.502197266	5.72611	17.2141	0.73037	52.8556	89.65
ISY1	YJR050W	P21374	YJU2	YKL095W	P28320	P21374-P28320-EXP-5gmk.pdb1-H-0-F-0.pdb	851.252929688	17.6997	11.741	-10.8066	69.4393	74.1039
PRP22	YER013W	P24384	YJU2	YKL095W	P28320	P24384-P28320-EXP-6exn.pdb1-V-0-D-0.pdb	119.320800781	89.777	5.81657	2.98864	156.798	11.7277
ISY1	YJR050W	P21374	PRP19	YLL036C	P32523	P21374-P32523-EXP-5lj5.pdb1-G-0-v-0.pdb	268.491210938	8.58548	80.284	18.3162	30.3724	72.4351
BUD31	YCR063W	P25337	PRP19	YLL036C	P32523	P25337-P32523-EXP-5lj5.pdb1-L-0-t-0.pdb	54.41015625	12.3919	67.6436	2.02155	45.5056	63.2408
ISY1	YJR050W	P21374	CDC40	YDR364C	P40968	P21374-P40968-EXP-6j6q.pdb1-H-0-n-0.pdb	102.323486328	18.4235	155.657	-0.713789	60.9305	282.816
BUD31	YCR063W	P25337	CDC40	YDR364C	P40968	P25337-P40968-EXP-6j6g.pdb1-T-0-n-0.pdb	730.5219726560001	11.5303	146.909	-10.7483	74.8366	242.108
PRP8	YHR165C	P33334	CDC40	YDR364C	P40968	P33334-P40968-EXP-6bk8.pdb1-A-0-M-0.pdb	446.5576171880001					
ISY1	YJR050W	P21374	CEF1	YMR213W	Q03654	P21374-Q03654-EXP-6j6g.pdb1-H-0-c-0.pdb	247.473632812	13.0621	52.9548	-4.37479	36.8933	215.718
PRP45	YAL032C	P28004	CEF1	YMR213W	Q03654	P28004-Q03654-EXP-6j6g.pdb1-P-0-c-0.pdb	1082.48828125	7.14168	52.8519	-3.81645	127.774	217.108
YJU2	YKL095W	P28320	CEF1	YMR213W	Q03654	P28320-Q03654-EXP-5gmk.pdb1-F-0-c-0.pdb	291.759277344	13.5783	41.3472	-2.12007	74.3456	157.701
PRP19	YLL036C	P32523	CEF1	YMR213W	Q03654	P32523-Q03654-EXP-6j6g.pdb1-o-0-c-0.pdb	296.770507812	10.0396	54.0921	-10.7576	53.9998	221.223
PRP8	YHR165C	P33334	CEF1	YMR213W	Q03654	P33334-Q03654-EXP-6j6g.pdb1-A-0-c-0.pdb	869.625					
ECM2	YBR065C	P38241	CEF1	YMR213W	Q03654	P38241-Q03654-EXP-6j6g.pdb1-Q-0-c-0.pdb	461.5810546880001	29.1444	53.9175	-8.35742	134.228	217.254
